"LABEL" "pFtr" "pFte" "pFprodtr" "pFprodte" "Ktr" "Kte" "pprtr" "pprte" "pprprodtr" "pprprodte" "pretr" "prete" "preprodtr" "preprodte"
"inuk_1k_cor_emmog_1_9_1" 0.815411332810634 0.806800618238022 NA NA 3 3 0.819223180894608 0.80955334987593 NA NA 0.811634793517425 0.804066543438079 NA NA
"inuk_1k_dpmog_1_10_1" 0.675479153345466 0.638839759462328 0.595243081847132 0.561776955113374 4 4 0.771049725824865 0.75 0.518602736136844 0.504152823920266 0.60098755707263 0.55637707948244 0.698463710033146 0.634273772204808
"inuk_1k_dpmog_1_1_1" 0.685697732406348 0.677179962894249 0.565472373251545 0.570416994492526 3 3 0.689490140554253 0.679702048417132 0.448667463091604 0.450031036623215 0.681946814873163 0.67467652495379 0.764500402090871 0.778732545649842
"inuk_1k_dpmog_1_2_1" 0.676627792198296 0.74018691588785 0.552464829536237 0.662777129521587 3 3 0.678319064094294 0.748582230623819 0.436821966809359 0.536862003780718 0.674944933117442 0.731977818853973 0.751383792916495 0.865853658536586
"inuk_1k_dpmog_1_3_1" 0.68252199511035 0.624605678233438 0.597129582276966 0.526416906820365 4 4 0.793756407032746 0.724390243902439 0.53072474420224 0.445528455284553 0.598631715606903 0.54898336414048 0.682528232426247 0.64319248826291
"inuk_1k_dpmog_1_4_1" 0.688824235251574 0.65764546684709 0.601207291006541 0.588446036721899 4 4 0.788878221419025 0.729182295573893 0.526844374164643 0.492873218304576 0.611293451781833 0.598890942698705 0.700012506253126 0.730000000000001
"inuk_1k_dpmog_1_5_1" 0.705194159322338 0.638984214138641 0.608624212452454 0.578715919085312 4 4 0.799358642614224 0.721146398140976 0.527160653556114 0.509682416731216 0.630876839817368 0.573629081947012 0.719867240443711 0.669379450661241
"inuk_1k_dpmog_1_6_1" 0.662149573520421 0.735632183908046 0.542376930923259 0.631114675220529 3 3 0.660716619947423 0.74185463659148 0.428621225545018 0.493107769423559 0.663588756144879 0.729513247073321 0.738328746559917 0.876391982182627
"inuk_1k_dpmog_1_7_1" 0.649752368289846 0.698550724637681 0.498514244322438 0.522388059701492 3 3 0.596901260504202 0.659551176792556 0.369863933945671 0.402298850574713 0.712871792627603 0.74245224892175 0.764394799949516 0.744680851063827
"inuk_1k_dpmog_1_8_1" 0.663718102726512 0.621175030599755 0.548115090799283 0.506319417847568 3 3 0.662517077991919 0.617021276595745 0.432000523240603 0.401823708206687 0.664923489854566 0.625385089340726 0.749593331904218 0.684265010351967
"inuk_1k_dpmog_1_9_1" 0.629755858670982 0.657638595006348 0.434630213810024 0.4365 2 2 0.477690912313651 0.50080567193039 0.282922450888328 0.281340638092169 0.923847242279695 0.957486136783734 0.93714085844201 0.973244147157189
"inuk_1k_emmog_1_10_1" 0.688025550814682 0.616783216783217 0.599653758144056 0.504570383912249 4 4 0.800359921049576 0.71301535974131 0.531183482332908 0.44624090541633 0.603343398538358 0.543438077634011 0.688387897633943 0.58044164037855
"inuk_1k_emmog_1_1_1" 0.646785723706771 0.623272727272727 0.560651026945544 0.599807135969142 5 5 0.814151945809536 0.760425909494232 0.52691813875238 0.551907719609583 0.5364973086517 0.528034504004929 0.598998439780563 0.656810982048575
"inuk_1k_emmog_1_2_1" 0.626947602127557 0.668114368440101 0.550896387622036 0.565425023877746 5 5 0.782161590386146 0.809649122807018 0.515043456450857 0.519298245614035 0.523135384301197 0.568699938385705 0.592114335861593 0.620545073375262
"inuk_1k_emmog_1_3_1" 0.63807370326034 0.631442463533225 0.5217139822376 0.537520391517129 4 4 0.713118372568628 0.666210670314637 0.446940007387587 0.450752393980848 0.577319738012925 0.600123228589032 0.626534478403638 0.665656565656567
"inuk_1k_emmog_1_4_1" 0.630428967147899 0.673181324647123 0.551379799709274 0.580123632905373 5 5 0.771772660046482 0.81578947368421 0.506898373124868 0.535087719298246 0.532843201610433 0.573012939001849 0.604418859511003 0.633437175493249
"inuk_1k_emmog_1_5_1" 0.620604864195607 0.64866785079929 0.551317514306998 0.601017105871475 5 5 0.763441547375596 0.765939597315436 0.508424931833674 0.545302013422819 0.522792583840241 0.562538508934074 0.602114052901777 0.66941297631308
"inuk_1k_emmog_1_6_1" 0.674590835381246 0.711423550087874 0.57760912066428 0.595025809479118 4 4 0.789961042266205 0.828150572831424 0.514760869990799 0.518821603927987 0.588624859597683 0.623536660505238 0.657938195921432 0.697469746974698
"inuk_1k_emmog_1_7_1" 0.622832770664331 0.613803230543319 0.532212388334131 0.524869729985789 5 5 0.785380473996781 0.759309718437784 0.499639229616473 0.503178928247048 0.516031391769871 0.515095502156501 0.569328847175491 0.548514851485149
"inuk_1k_emmog_1_8_1" 0.648854636804905 0.58134328358209 0.575525995137317 0.507447354904982 5 5 0.779456595126542 0.736991485335856 0.524254761953475 0.467360454115421 0.555737896226277 0.479975354282194 0.637912792362173 0.555056179775281
"inuk_1k_emmog_1_9_1" 0.616124039188785 0.644677661169415 0.526381195228465 0.553478712357217 5 5 0.775773481274777 0.822966507177033 0.497187340818993 0.510047846889952 0.510969614750631 0.529882932840419 0.55921732740475 0.604994324631101
"inuk_1k_flgfa1_1_10_1" 0.781000058809692 0.766832917705736 0.594869373185739 0.564123711340206 3 3 0.787215281791372 0.77602523659306 0.476036989285555 0.431545741324921 0.774882207926714 0.757855822550833 0.792766445785365 0.814285714285714
"inuk_1k_flgfa1_1_1_1" 0.65087493340368 0.578740157480315 0.448929359555739 0.366874855424474 2 2 0.504235590177598 0.425224182817472 0.296731743283965 0.229389644200174 0.917778944758072 0.905730129390018 0.921661854027681 0.915704387990759
"inuk_1k_flgfa1_1_2_1" 0.799599945379997 0.766791044776119 0.601078609147093 0.610209734863475 4 3 0.809303958702197 0.774011299435028 0.4791830087332 0.483992467043315 0.790125887999068 0.759704251386321 0.806148354824927 0.825481798715204
"inuk_1k_flgfa1_1_3_1" 0.80442194365659 0.763157894736842 0.598038710885389 0.669354838709677 3 3 0.81044846833775 0.7580547112462 0.472905346382198 0.555015197568389 0.79848438434496 0.768330252618608 0.81322164653164 0.843028624192058
"inuk_1k_flgfa1_1_4_1" 0.814500062487594 0.822550831792976 0.604732233153595 0.618390804597701 3 3 0.821012538162848 0.822550831792976 0.480770370809497 0.497227356746765 0.80809009087859 0.822550831792976 0.814827373999975 0.817629179331307
"inuk_1k_flgfa1_1_5_1" 0.744294371736187 0.771533089457932 0.601020300830967 0.63856427378965 4 4 0.831529665976411 0.838150289017341 0.51444134329702 0.552745664739884 0.673624786661415 0.714725816389403 0.72263816871127 0.755928853754943
"inuk_1k_flgfa1_1_6_1" 0.81541431759455 0.77743335399876 0.607558234088723 0.595152959872865 3 3 0.8207282292267 0.782283218964442 0.483042957840138 0.467248908296943 0.81016877452482 0.77264325323475 0.81856085742547 0.819474835886217
"inuk_1k_flgfa1_1_7_1" 0.806420784109037 0.809051456912585 0.59728396679364 0.63595166163142 3 3 0.81286866052109 0.814098565190268 0.472908083113496 0.525265127885215 0.800074394993654 0.804066543438077 0.810428466207808 0.805741626794259
"inuk_1k_flgfa1_1_8_1" 0.825949925063916 0.806257521058965 0.614442391092373 0.574904942965779 3 3 0.832001243284046 0.78777189888301 0.489654100617202 0.444444444444444 0.819985996236488 0.825631546518792 0.824588733798603 0.81377825618945
"inuk_1k_flgfa1_1_9_1" 0.772649421865467 0.852438645542094 0.5900389924391 0.637589214908803 3 3 0.778745851114272 0.859649122807018 0.469179706021811 0.503759398496241 0.766647703236912 0.845348120764017 0.794769141953538 0.868250539956804
"inuk_cor_dpmog_1_10_1" 0.627959067152708 0.611570247933884 0.468489892984542 0.447619047619048 2 2 0.479155495978552 0.45398773006135 0.316890080428954 0.288343558282209 0.910816664543256 0.936708860759491 0.898176291793315 1
"inuk_cor_dpmog_1_1_1" 0.637271511368703 0.68695652173913 0.480351107299602 0.588785046728972 2 2 0.490158425348056 0.52317880794702 0.326520814758933 0.417218543046358 0.910561855013378 0.999999999999998 0.908241129339949 0.999999999999998
"inuk_cor_dpmog_1_2_1" 0.637271511368703 0.5546875 0.482415094339623 0.383928571428571 2 2 0.490158425348056 0.401129943502825 0.328784034016871 0.242937853107345 0.910561855013378 0.898734177215189 0.905553456743488 0.914893617021267
"inuk_cor_dpmog_1_3_1" 0.67363049966304 0.732673267326733 0.542530496143537 0.451219512195122 2 2 0.541353965183752 0.601626016260163 0.383675048355899 0.300813008130081 0.891451140272646 0.936708860759494 0.925877520537717 0.902439024390247
"inuk_cor_dpmog_1_4_1" 0.64100323341781 0.528925619834711 0.488434906447969 0.349056603773585 2 2 0.487796767972335 0.392638036809816 0.330717563343752 0.226993865030675 0.93451395082176 0.810126582278482 0.933721366879457 0.755102040816326
"inuk_cor_dpmog_1_5_1" 0.624733753531841 0.68695652173913 0.46479426495139 0.519607843137255 2 2 0.47413565584587 0.52317880794702 0.312285563473212 0.350993377483444 0.915530640845967 0.999999999999998 0.9084452975048 0.999999999999999
"inuk_cor_dpmog_1_6_1" 0.62855660295771 0.645454545454545 0.473776223776224 0.492146596858639 2 2 0.4757478562545 0.50354609929078 0.319303528179616 0.333333333333333 0.925977831570902 0.898734177215188 0.917779868297277 0.940000000000004
"inuk_cor_dpmog_1_7_1" 0.687028841009678 0.669811320754717 0.539647209392911 0.516483516483517 2 2 0.555616740088106 0.533834586466165 0.38145059786029 0.353383458646617 0.899859854758565 0.898734177215191 0.92203841034417 0.959183673469388
"inuk_cor_dpmog_1_8_1" 0.627344196056041 0.611570247933884 0.460507228252714 0.611570247933884 2 2 0.478686327077748 0.45398773006135 0.308512064343164 0.45398773006135 0.909924831188686 0.936708860759491 0.907710510747385 0.936708860759491
"inuk_cor_dpmog_1_9_1" 0.627951223730866 0.611570247933884 0.464054848188051 0.5 2 2 0.475289651109511 0.45398773006135 0.310139425279832 0.343558282208589 0.925085998216335 0.936708860759491 0.921252187439242 0.918032786885245
"inuk_cor_emmog_1_10_1" 0.695520640187372 0.669811320754717 0.537140933572711 0.571428571428571 2 2 0.563621984974298 0.533834586466165 0.37856860419138 0.406015037593985 0.908013759714614 0.898734177215191 0.924309712299672 0.964285714285711
"inuk_cor_emmog_1_1_1" 0.80599669673485 0.919254658385093 0.660010669918451 0.701492537313433 3 3 0.803750158368174 0.902439024390244 0.548587355884961 0.573170731707317 0.808255828767997 0.936708860759493 0.82823259372609 0.903846153846154
"inuk_cor_emmog_1_2_1" 0.796778350515464 0.683544303797468 0.641424350800809 0.602941176470588 3 3 0.806022682831443 0.683544303797468 0.537739538521705 0.518987341772152 0.787743661612945 0.683544303797468 0.794644577152766 0.719298245614034
"inuk_cor_emmog_1_3_1" 0.771487390633042 0.91025641025641 0.620556712159765 0.715447154471545 3 3 0.779207277452892 0.922077922077922 0.522936972059779 0.571428571428571 0.763918970569499 0.89873417721519 0.762988244216912 0.956521739130437
"inuk_cor_emmog_1_4_1" 0.687028841009678 0.766990291262136 0.547376577374364 0.488095238095238 2 2 0.555616740088106 0.622047244094488 0.389002517306482 0.322834645669291 0.899859854758565 1 0.923263629574312 1.00000000000000
"inuk_cor_emmog_1_5_1" 0.825549103761676 0.89873417721519 0.66838827282394 0.797101449275362 3 3 0.818011257035647 0.89873417721519 0.550343964978111 0.69620253164557 0.833227162695884 0.89873417721519 0.85089924579385 0.932203389830507
"inuk_cor_emmog_1_6_1" 0.794947802551875 0.848101265822785 0.656822027380403 0.701492537313433 3 3 0.804276959186335 0.848101265822785 0.556787064806363 0.59493670886076 0.78583259013887 0.848101265822785 0.800675042190137 0.854545454545454
"inuk_cor_emmog_1_7_1" 0.858318333761892 0.59493670886076 0.694707649641784 0.464 3 3 0.86622550927728 0.59493670886076 0.585052549630206 0.367088607594937 0.85055421072748 0.59493670886076 0.854948805460751 0.630434782608695
"inuk_cor_emmog_1_8_1" 0.857765527850779 0.789808917197452 0.697714064316156 0.63768115942029 3 3 0.86313209494324 0.794871794871795 0.580753353973168 0.564102564102564 0.852465282201555 0.784810126582278 0.873665825732582 0.733333333333334
"inuk_cor_emmog_1_9_1" 0.807248322147651 0.764331210191083 0.661771904062653 0.712121212121212 4 3 0.85292866260105 0.769230769230769 0.575237554956744 0.602564102564103 0.766212256338387 0.759493670886076 0.778951411561359 0.87037037037037
"inuk_dpmog_1_10_1" 0.505262480285815 0.475903614457831 0.229845626072041 0.212014134275618 1 1 0.338027562446167 0.312252964426877 0.12984496124031 0.118577075098814 0.999999999999997 1.00000000000000 0.999999999999998 1
"inuk_dpmog_1_1_1" 0.615641310858218 0.68695652173913 0.298701298701299 0.358695652173913 2 2 0.463446054750403 0.52317880794702 0.177777777777778 0.218543046357616 0.916677283730408 0.999999999999998 0.934010152284264 0.999999999999997
"inuk_dpmog_1_2_1" 0.637808082071813 0.582278481012658 0.419593012785882 0.330275229357798 3 3 0.626520830773012 0.582278481012658 0.286346319282291 0.227848101265823 0.649509491654989 0.582278481012658 0.784776018861571 0.599999999999997
"inuk_dpmog_1_3_1" 0.687081832218219 0.584158415841584 0.36748344822879 0.23448275862069 2 2 0.57637509714187 0.479674796747967 0.232449702098264 0.138211382113821 0.850426805962543 0.746835443037975 0.876872964169388 0.772727272727285
"inuk_dpmog_1_4_1" 0.683191714012771 0.64 0.339346790959694 0.491017964071856 2 2 0.564285714285714 0.528925619834711 0.210132890365448 0.338842975206612 0.865587972990191 0.81012658227848 0.881226053639853 0.891304347826082
"inuk_dpmog_1_5_1" 0.505262480285815 0.475903614457831 0.218642117376295 0.335526315789474 1 1 0.338027562446167 0.312252964426877 0.122739018087855 0.201581027667984 0.999999999999997 1.00000000000000 1.00000000000004 1.00000000000001
"inuk_dpmog_1_6_1" 0.670950116361429 0.712871287128713 0.342491582491582 0.379084967320261 2 2 0.556431987916422 0.585365853658537 0.21339263237392 0.235772357723577 0.844820996305262 0.91139240506329 0.8670303443573 0.966666666666665
"inuk_dpmog_1_7_1" 0.667346418557227 0.597560975609756 0.428926761860894 0.373831775700935 3 3 0.667601683029453 0.576470588235294 0.296825194440903 0.235294117647059 0.667091349216461 0.620253164556962 0.772908366533865 0.909090909090912
"inuk_dpmog_1_8_1" 0.616581600896303 0.620253164556962 0.402714528082865 0.414414414414414 3 3 0.602774735304856 0.620253164556962 0.274431057563588 0.291139240506329 0.631035800738948 0.620253164556962 0.756203890006708 0.718749999999998
"inuk_dpmog_1_9_1" 0.775528280399848 0.728395061728395 0.477227363454908 0.415094339622642 3 3 0.77026517531733 0.710843373493976 0.330526580369486 0.265060240963855 0.780863804306281 0.746835443037974 0.858075040783032 0.956521739130445
"inuk_emmog_1_10_1" 0.636971046770601 0.525547445255474 0.465521472392638 0.317073170731707 5 5 0.801817478731632 0.620689655172414 0.366782675947409 0.224137931034483 0.528347560198751 0.455696202531645 0.637004701141706 0.541666666666663
"inuk_emmog_1_1_1" 0.694170403587444 0.82051282051282 0.429795649307844 0.578512396694215 3 3 0.698105914186316 0.831168831168831 0.294034273933771 0.454545454545455 0.690279016435215 0.81012658227848 0.798460461861441 0.795454545454544
"inuk_emmog_1_2_1" 0.681972789115646 0.522875816993464 0.479424089395079 0.333333333333333 4 4 0.768321890467827 0.540540540540541 0.35621906434616 0.22972972972973 0.61307172888266 0.50632911392405 0.732917214191853 0.607142857142853
"inuk_emmog_1_3_1" 0.635695698760141 0.88 0.477061981454368 0.601941747572815 5 4 0.796051370519456 0.929577464788732 0.374736438566226 0.436619718309859 0.529111988788381 0.835443037974684 0.656260490097348 0.968749999999998
"inuk_emmog_1_4_1" 0.653904820012203 0.522388059701492 0.475560455714811 0.533333333333333 5 5 0.814554436633099 0.636363636363636 0.368801064031921 0.436363636363636 0.546184227290101 0.443037974683544 0.669310344827587 0.685714285714285
"inuk_emmog_1_5_1" 0.683637752179724 0.438202247191011 0.454281039810943 0.148760330578512 3 3 0.682985757884028 0.393939393939394 0.317777212614446 0.090909090909091 0.68429099248312 0.493670886075949 0.796367112810702 0.409090909090902
"inuk_emmog_1_6_1" 0.671681028187527 0.642335766423358 0.4892993917549 0.495049504950495 4 4 0.78682634730539 0.758620689655172 0.371599657827203 0.431034482758621 0.58593451395082 0.556962025316456 0.716122650840752 0.581395348837209
"inuk_emmog_1_7_1" 0.678735339112698 0.691358024691358 0.418855971678778 0.521008403361345 3 3 0.679168261257813 0.674698795180723 0.286771271845899 0.373493975903614 0.678302968531024 0.70886075949367 0.776511226252159 0.861111111111116
"inuk_emmog_1_8_1" 0.64070796460177 0.759493670886076 0.471449851042701 0.535714285714286 5 4 0.808977846871356 0.759493670886076 0.369024485036922 0.379746835443038 0.530386036437763 0.759493670886076 0.652577319587628 0.909090909090911
"inuk_emmog_1_9_1" 0.548620948254312 0.59375 0.457158962795941 0.55 7 6 0.792870905587669 0.775510204081633 0.390655105973025 0.448979591836735 0.419416486176583 0.481012658227848 0.55095108695652 0.709677419354838
"inuk_eq_12k_dpmog_1_10_1" 0.59489393769641 0.605504824081152 0.553233932995038 0.5452088330397 6 6 0.786022104177687 0.786687782258876 0.532892445419287 0.51708148515981 0.478534160723657 0.492155850262171 0.575189996099183 0.576572262336786
"inuk_eq_12k_dpmog_1_1_1" 0.595792154361721 0.60285415398067 0.54995171346526 0.552436198214694 6 6 0.783447562581472 0.792947651613168 0.527818549143597 0.528720760684287 0.480661603531845 0.486278510346217 0.574022355031049 0.578379026037727
"inuk_eq_12k_dpmog_1_2_1" 0.603586726475356 0.594204321692706 0.550073763472215 0.54972848056436 6 6 0.782109559820204 0.77279112754159 0.522614090418036 0.51645101663586 0.491416854476038 0.482663946297905 0.580579087005519 0.587589761629819
"inuk_eq_12k_dpmog_1_3_1" 0.610498711584198 0.614334488472936 0.551936894392616 0.56820445891488 6 6 0.78336045160567 0.787822054051213 0.519338703688824 0.537680816680462 0.500135377110926 0.503465531500443 0.588901444619859 0.602402278631939
"inuk_eq_12k_dpmog_1_4_1" 0.593045559858435 0.577453512396694 0.553252031768242 0.51725834797891 6 6 0.78681458453507 0.750317120478936 0.534271581494357 0.493835446351269 0.475856307822132 0.46932658278863 0.573630749820368 0.543013807812372
"inuk_eq_12k_dpmog_1_5_1" 0.586187882859211 0.601612084942485 0.546709684409234 0.563902425303602 6 6 0.782641466235254 0.784525649940255 0.530388718453624 0.541365971551823 0.468570384777665 0.487865392123525 0.564066988195528 0.588396715802448
"inuk_eq_12k_dpmog_1_6_1" 0.63463033511389 0.630242158125838 0.578238511704132 0.568889879753754 6 6 0.844043650121537 0.84325990135583 0.559335020909356 0.556565606816439 0.508474216088832 0.503142277805065 0.598464434460464 0.581772315748442
"inuk_eq_12k_dpmog_1_7_1" 0.620335199746814 0.634865029315994 0.565616627857183 0.565904529939452 7 6 0.810458516073924 0.806567218247448 0.539452878739038 0.533567075931844 0.502463595854816 0.523435892914867 0.594447652506461 0.602414566276411
"inuk_eq_12k_dpmog_1_8_1" 0.610992989970428 0.609093039606281 0.55174214300092 0.556430591375174 6 6 0.779291177177297 0.774509105279183 0.516991029808786 0.521349304552316 0.502476562419602 0.501899640222836 0.591501717029582 0.596573682142672
"inuk_eq_12k_dpmog_1_9_1" 0.595635908196657 0.59502958949131 0.550483793569056 0.543382134767222 6 6 0.78068085490494 0.781615241165903 0.527839037379754 0.512893376049401 0.481504738970702 0.480359189430863 0.575158600382306 0.577724772054014
"inuk_eq_12k_emmog_1_10_1" 0.605985642948876 0.603662335527624 0.55109398693468 0.603662335527624 7 7 0.824302878643898 0.819121075200737 0.543097326000964 0.526714536506749 0.479096559743961 0.477945281965383 0.559329655555224 0.706939177052861
