"F1","F2","PHONEME","UVULAR"
549.003015265292,1587.29956977771,"a",0
766.234330780549,1676.48808517423,"a",0
931.30747025873,1339.56078129497,"a",0
469.946886668751,1338.45802854212,"a",0
591.133137386179,1719.27470586093,"a",0
936.460259232053,1328.36297444808,"a",0
499.965555616295,1298.91157479945,"a",0
574.786354172566,1478.26160433752,"a",0
557.112993520189,1487.68549426448,"a",0
801.66179276955,1286.50827040466,"a",0
822.174172321469,1292.6054997451,"a",0
705.885382205986,1787.39397473963,"a",0
618.181349478069,1477.18902005153,"a",0
578.160752772035,1436.88099302283,"a",0
608.847149208846,1369.86421379633,"a",0
483.269810942039,1748.35686295531,"a",0
645.583676052489,1479.11990640802,"a",0
839.370130848904,1497.96020833458,"a",0
715.486362513496,1666.43418627637,"a",0
836.744708730179,1318.52399475502,"a",0
871.92795047458,1339.99387049738,"a",0
770.225115546515,1580.15161993963,"a",0
576.47343142236,1448.05326920345,"a",0
569.084814849424,1613.18013637012,"a",0
794.593448662087,1567.72850259305,"a",0
403.210059260501,1426.55809768648,"a",0
610.631080770154,1634.37671768015,"a",0
928.575703104693,1244.05831264704,"a",0
550.19071965506,1523.72870129093,"a",0
714.478245414517,1544.66711603469,"a",0
771.126537444537,1477.34536207155,"a",0
617.645925862335,1349.23841556997,"a",0
466.721481585161,1362.74133302814,"a",0
676.200139777466,1465.43961967225,"a",0
527.77138502495,1597.79963348160,"a",0
573.368557430562,1670.81336255563,"a",0
669.486552510086,1641.41288529933,"a",0
650.969822848082,1655.03203008023,"a",0
436.939040993504,1616.08698595573,"a",0
735.234861731349,1561.31684064817,"a",0
724.288040164788,1406.14231220125,"a",0
540.464113790642,1265.56961392145,"a",0
598.181768396734,1685.00483825109,"a",0
526.739011331849,1666.16387240330,"a",0
675.172804734444,1704.18434751331,"a",0
625.73104336518,1553.63300462897,"a",0
921.421004136003,1343.50275961807,"a",0
582.903460679175,1485.19967698019,"a",0
635.8019204864,1725.39981291131,"a",0
692.735901816132,1477.18647696647,"a",0
639.381643096209,1780.50808304315,"a",0
630.123442096745,1605.44697882327,"a",0
582.340628438273,1565.1409014522,"a",0
822.730491486353,1459.20956595242,"a",0
553.751709965586,1119.51298743619,"a",0
645.17383769602,1564.99626598270,"a",0
601.057704631831,1459.28414652378,"a",0
624.063330194205,1716.14225027767,"a",0
594.292785687658,1381.60359106299,"a",0
675.179476260945,1701.55130015259,"a",0
771.303013670753,1718.48655221124,"a",0
889.0375571055,1362.27489951094,"a",0
736.290970518767,1495.61467907532,"a",0
668.25615377402,1714.30949452885,"a",0
901.23046515429,1424.85162513930,"a",0
766.81111187119,1671.7879409489,"a",0
600.308246026898,1503.57529152518,"a",0
757.36953384227,1572.16018526215,"a",0
889.791568888275,1499.34130874712,"a",0
528.790408453243,1629.06112611978,"a",0
627.583467479109,1512.45767789137,"a",0
443.401003863183,1372.15663911751,"a",0
780.33716980031,1743.13426392605,"a",0
708.97823728013,1558.63136164457,"a",0
799.03856650203,1438.34295858691,"a",0
560.415161694813,1450.58296929410,"a",0
542.019378229542,1321.55212389462,"a",0
677.262684074586,1500.53397639252,"a",0
688.758831737761,1630.92658976173,"a",0
650.383241460291,1772.09812702252,"a",0
560.514333488288,1256.29530101701,"a",0
825.87644397863,1600.1090622588,"a",0
662.893585266498,1556.95811241524,"a",0
721.939272880863,1408.17225064852,"a",0
970.951185178252,1349.62895042990,"a",0
913.105532417847,1705.54768644614,"a",0
756.07467128732,1603.47874899900,"a",0
748.875944022141,1713.79049386836,"a",0
863.765911300421,1340.83387755639,"a",0
705.396836859138,1728.30156113116,"a",0
596.688006895966,1496.88096717746,"a",0
1008.60964698030,1367.71169421371,"a",0
594.891253943424,1578.59351314868,"a",0
659.759209592192,1328.94184325801,"a",0
625.672121139557,1229.53898832412,"a",0
618.544303027935,1633.3521134922,"a",0
545.759116254767,1574.25587925190,"a",0
760.793710530357,1405.16407331108,"a",0
687.218608302196,1735.66116378892,"a",0
794.966401317878,1182.13222069117,"a",0
662.129048448716,1731.09765224997,"a",0
596.246296986483,1654.76733272389,"a",0
538.254483195238,1356.30381978119,"a",0
711.474744435947,1432.99884625065,"a",0
573.149499921656,1220.63153119933,"a",0
659.076694348495,1638.78405787766,"a",0
815.949564896694,1353.64455959897,"a",0
526.691240107504,1322.52449306049,"a",0
481.397230594432,1548.25558318299,"a",0
589.302397238555,1271.54050464476,"a",0
877.916460128394,1172.55704621422,"a",0
687.28625767853,1555.52081178427,"a",0
501.175550747056,1452.55133582364,"a",0
632.466211864456,1527.56715446996,"a",0
535.969714852241,1526.48295806643,"a",0
869.285626585954,1586.64995199669,"a",0
981.870178780138,1719.76475302651,"a",0
732.963067553831,1568.20511941977,"a",0
631.879014808305,1429.62038254827,"a",0
689.857699979844,1460.83757459285,"a",0
700.973190336104,1622.40815136968,"a",0
958.330656486481,1567.85153396804,"a",0
958.747472957426,1253.57535232046,"a",0
827.687776544877,1373.88970340692,"a",0
502.63934559682,1433.61490391219,"a",0
629.368875274406,1546.26104451548,"a",0
633.54144408319,1522.55730994584,"a",0
562.454030526616,1799.81702939779,"a",0
572.572767638027,1311.815854481,"a",0
661.828692203841,1647.5958810729,"a",0
518.55139574533,1229.82941188233,"a",0
697.481591223692,1551.62506903363,"a",0
810.87280998147,1409.27658901497,"a",0
696.04638276274,1583.93181666134,"a",0
781.909471534022,1452.26808778711,"a",0
640.066975187317,1251.61478688303,"a",0
618.851738594503,1649.89833722346,"a",0
684.450520708988,1802.2384850464,"a",0
536.856786853552,1742.45184827305,"a",0
847.034157077148,1351.59899414143,"a",0
769.212646662857,1758.25730311469,"a",0
564.989898073223,1628.33733272081,"a",0
577.172205451687,1652.41592673745,"a",0
658.139216292269,1625.55815942374,"a",0
802.279419513672,1816.6100468684,"a",0
608.209316325384,1223.72592861354,"a",0
721.284304910638,1443.74431311898,"a",0
885.508258745206,1421.49956049947,"a",0
728.549903294517,1408.56812891245,"a",0
563.70546602534,1736.90969609365,"a",0
657.716707532924,1193.02650471095,"a",0
682.814449759679,1709.90524447622,"a",0
538.250201847052,1532.06489513372,"a",0
915.323534697067,1326.34075768493,"a",0
758.943870750288,1806.25441672152,"a",0
633.546247142413,1769.59991864419,"a",0
613.411718679653,1182.48092743901,"a",0
545.258313924745,1647.93605998831,"a",0
512.610822290208,1650.95352882430,"a",0
797.123382812878,1402.60953908566,"a",0
545.754169504953,1394.81306907675,"a",0
558.607249422661,1662.68140533171,"a",0
860.219897397976,1299.96942675881,"a",0
771.44211032595,1507.57808725669,"a",0
750.94125692958,1650.66552156249,"a",0
733.75024798934,1437.20541398517,"a",0
660.381149042598,1354.55326394029,"a",0
662.291114890484,1325.58460920458,"a",0
647.7671752344,1407.91807432615,"a",0
738.935010265288,1495.04505672803,"a",0
551.270925938326,1580.11305554746,"a",0
627.641555425752,1695.94703827177,"a",0
592.394336362529,1543.63029718816,"a",0
684.225448682586,1671.01729205177,"a",0
665.153704662126,1759.49650589949,"a",0
614.847094969102,1408.71796421407,"a",0
779.986168886618,1817.21930823908,"a",0
658.420668377782,1200.52912086063,"a",0
673.599546873774,1535.15777666221,"a",0
844.108423314613,1501.33771870535,"a",0
680.879330794368,1425.9380264413,"a",0
945.32026184458,1654.17315133797,"a",0
917.448269296107,1516.11779921378,"a",0
558.03698585984,1436.33050635738,"a",0
513.014225286178,1441.36626877273,"a",0
509.76923444474,1746.64517229690,"a",0
612.589855247646,1496.11274186734,"a",0
771.259367813531,1476.06791068573,"a",0
690.734380762342,1207.00370548857,"a",1
684.918362007091,1256.74240068598,"a",1
763.779711349957,1617.57448909431,"a",1
871.247025203231,1471.53003604761,"a",1
791.390293948831,1269.52220880754,"a",1
723.740830158828,1367.11751221147,"a",1
882.590881239288,1724.01140156616,"a",1
830.34426136061,1323.83773173752,"a",1
927.26223908005,1444.85069056673,"a",1
807.228339935555,1337.77311493066,"a",1
740.833941538212,1236.51434009114,"a",1
633.819661121658,1489.55517591652,"a",1
923.442138283123,1349.14893534374,"a",1
817.495438232977,1413.56204374214,"a",1
629.835639974554,1382.56130797351,"a",1
820.003552448076,1302.63853805430,"a",1
840.806603825102,1388.95779082369,"a",1
878.388721760827,1217.02406782102,"a",1
621.40265493485,1340.65052940455,"a",1
617.982412789843,1242.03614520093,"a",1
741.18043088881,1439.71269256574,"a",1
706.605638816084,1315.71273247404,"a",1
819.868678988278,1243.82717558815,"a",1
703.84257871189,1719.66166835189,"a",1
770.525173204308,1307.35156465643,"a",1
940.640386416651,1391.95838884689,"a",1
736.517601899033,1131.93892765862,"a",1
799.894652230686,1878.81249616435,"a",1
891.437037555819,1477.94005464046,"a",1
838.304436731564,1325.66081712208,"a",1
677.732928128251,1638.93373858889,"a",1
836.244647905505,1361.39957628532,"a",1
736.090972079463,1304.43541807099,"a",1
847.94893630221,1373.2092936771,"a",1
696.970827532545,1595.05116719692,"a",1
926.85132944181,1343.97412173142,"a",1
467.643228039724,1980.36916816322,"a",1
799.504033729701,1791.32486319656,"a",1
877.475198339612,1425.37244839288,"a",1
521.019050288062,1088.8992896361,"a",1
475.756413784502,1037.19598680045,"a",1
808.849381861172,1373.10863643674,"a",1
874.841469634752,1290.94183719454,"a",1
745.838224338144,1712.62283832372,"a",1
978.297024382972,1374.51464134195,"a",1
917.743641375567,1475.71524683696,"a",1
717.517864937858,1332.35575403388,"a",1
743.612810262363,1620.30220459451,"a",1
719.278187722013,1719.69150589074,"a",1
721.694355015197,1397.81648681877,"a",1
837.227665340028,1391.35724191591,"a",1
791.17189418723,1470.12923702340,"a",1
671.412672509322,1569.43825182392,"a",1
883.21069647455,1477.01039470084,"a",1
968.849279866136,1305.99429696798,"a",1
727.713076697248,1504.60244042353,"a",1
883.990114362867,1260.33028942495,"a",1
776.600879074364,1325.89398815589,"a",1
875.523804234947,1458.17496049168,"a",1
703.954267323108,1765.30245277941,"a",1
745.059262077033,1314.972366704,"a",1
420.797532113842,1019.64561845961,"a",1
858.973269610502,1267.81337867861,"a",1
744.013877970561,1825.66098768644,"a",1
890.287594068099,1888.02612913503,"a",1
611.339199966179,1518.75520172553,"a",1
795.15796709873,1476.22802538530,"a",1
765.479497536373,1298.72141037715,"a",1
797.195734515104,1192.51385604061,"a",1
817.451155038145,1444.43056660843,"a",1
329.480597129346,2445.56614850670,"i",0
364.187213228642,2461.49379738827,"i",0
486.437534966725,2250.90416499124,"i",0
409.638563821391,1665.78290184967,"i",0
407.783361963252,2041.90236571275,"i",0
450.817475273935,2081.34762411356,"i",0
467.106458148736,2207.78455261140,"i",0
374.510403828703,2457.05341406169,"i",0
475.38292576447,1980.74936823517,"i",0
467.926296019197,2169.93872655768,"i",0
505.626850505425,2014.29417797468,"i",0
402.12916151472,2403.39589545501,"i",0
397.645058342092,1960.4290165791,"i",0
499.131341539682,2121.97474026431,"i",0
383.976624655421,1894.35339900912,"i",0
532.94013898629,1734.54089752628,"i",0
421.158546132852,2498.13934238383,"i",0
396.028294065092,2593.63676303952,"i",0
404.109043070872,2092.22768185749,"i",0
398.959987510247,2124.69677555348,"i",0
453.973522632858,1913.90713713206,"i",0
559.663376054003,1790.90948070532,"i",0
373.259887940282,2240.19436389623,"i",0
467.607217227939,1984.11532669141,"i",0
360.63014919744,2330.80938887350,"i",0
440.175724199078,2226.37119698271,"i",0
459.243649145439,2347.38835618902,"i",0
388.304427774859,2185.13945199715,"i",0
403.95319458334,1973.75143079306,"i",0
445.480862817572,1843.44330516872,"i",0
431.088767028639,2300.33672738660,"i",0
419.968346313548,2054.70720169034,"i",0
522.952114122992,1748.53417761713,"i",0
342.185843192851,2390.55559980001,"i",0
419.805114169242,2137.10730289670,"i",0
392.019077103651,2370.45909760398,"i",0
376.59709301471,2253.46895506622,"i",0
459.575005256181,2368.257160191,"i",0
395.104395615077,2034.05244986314,"i",0
366.120584110284,2231.72849885300,"i",0
486.740324860158,1795.85321301708,"i",0
501.946397189257,1693.10875398231,"i",0
415.080535921616,2575.92732227431,"i",0
425.113629825028,2222.02127520725,"i",0
456.999070432698,1843.01817671844,"i",0
384.210243567784,2195.87683133298,"i",0
494.449918438272,2340.34291932083,"i",0
466.476677322282,2353.12742706735,"i",0
405.326311951827,2335.4605264734,"i",0
443.890937716345,2215.94034986293,"i",0
361.22696496929,2349.51615797708,"i",0
408.605602590878,2113.70688781643,"i",0
503.290816614073,1831.44198656095,"i",0
415.807015127862,2449.87621061493,"i",0
467.405092197442,2141.68854154529,"i",0
475.357714049577,2250.84615230028,"i",0
416.264011967419,2391.85598668336,"i",0
428.688120461493,2173.98324400145,"i",0
381.191537622179,2080.00298506051,"i",0
401.428045967465,1985.84943267972,"i",0
441.646207508782,2259.35741229215,"i",0
603.9055022081,1705.15050632695,"i",0
444.122188781669,2180.00038876614,"i",0
350.634658815009,2324.09303426897,"i",0
399.882605346964,2167.80834071764,"i",0
376.429830013487,2293.04165617747,"i",0
404.989401470434,1930.96788560158,"i",0
391.554724497636,2198.24318952859,"i",0
324.022226939737,2292.74651992587,"i",0
372.449457466277,2412.36395965938,"i",0
522.397873242398,1936.89752785985,"i",0
472.238031233344,1813.00454950480,"i",0
278.766711924895,1952.6682910061,"i",0
421.983280477924,2265.36285314748,"i",0
475.187407999088,2226.81520892848,"i",0
523.451670334642,1720.47955665692,"i",0
423.033795712197,2183.51570026015,"i",0
439.114995601913,2376.94107616540,"i",0
469.438142228267,2111.83838448284,"i",0
433.547905259171,2268.97809602791,"i",0
399.718794595349,2313.09724680521,"i",0
365.503584206041,2448.48857221587,"i",0
406.944030132482,1866.40897174261,"i",0
455.519718900761,2305.90462738608,"i",0
484.915090453197,2311.90543627306,"i",0
481.230368783427,1969.38865470582,"i",0
432.438742441763,2416.38588700172,"i",0
416.853350880831,1924.97467790906,"i",0
444.561560167276,2158.58445190553,"i",0
495.506366525242,1942.95981083731,"i",0
432.724831660857,2202.32488029892,"i",0
435.145364878767,1866.29602299337,"i",0
427.149198144596,2236.16776221688,"i",0
351.029957637786,2169.92516861467,"i",0
392.96847920472,2374.03550181423,"i",0
386.345403001847,2248.67410569180,"i",0
391.264181516397,1931.40623457212,"i",0
492.017610015633,2165.13400660476,"i",0
412.973642619124,2360.27140286941,"i",0
485.877870419718,1924.69965144110,"i",0
433.66975556981,2005.25128151504,"i",0
481.740495682443,2385.74698799574,"i",0
428.563494172355,2330.00092688606,"i",0
376.063214829969,2323.15089357643,"i",0
416.525065100772,2227.18892933325,"i",0
463.575019193154,2180.03688997424,"i",0
383.459976799269,1531.56324170597,"i",0
469.938990722007,2352.66731382420,"i",0
459.64664399985,1793.45992114168,"i",0
421.452620877558,2505.80784003219,"i",0
464.235886053107,2153.07007644252,"i",0
500.541809260427,2211.18856170015,"i",0
506.3206071325,2474.87718844349,"i",0
423.098022891111,2090.22207954388,"i",0
444.013504980678,2206.90782423956,"i",0
422.323630203386,2003.98522304377,"i",0
505.626633604025,1998.67092523451,"i",0
436.927056934583,1976.09258960792,"i",0
461.313285391264,1859.54306543418,"i",0
425.53341468925,2315.15565757142,"i",0
300.484016133356,1963.75307462842,"i",0
387.286953824822,2165.62206103209,"i",0
417.754470580943,2067.26626715972,"i",0
384.686314006534,2490.49598996717,"i",0
428.487587765619,2051.70285158315,"i",0
465.416774889231,2086.40985414789,"i",0
420.602166765549,2396.48517799816,"i",0
382.461177267464,2475.53326566905,"i",0
437.585198884064,2526.31075768168,"i",0
470.880787296732,2013.32297082577,"i",0
396.839505592193,2363.97057944670,"i",0
553.281298371858,2119.58743019142,"i",0
402.047684252673,2141.55807371543,"i",0
420.691543762926,2525.42855640146,"i",0
398.060856108328,2217.78869546129,"i",0
561.424015944802,1754.63358909826,"i",0
518.943108158867,1998.21971470050,"i",0
437.120596538915,2006.91214459810,"i",0
381.84102348421,2339.21867498648,"i",0
418.153279168894,2099.48899814413,"i",0
551.069427887587,1668.21151166908,"i",0
458.364767959583,2038.24470971039,"i",0
497.200165433084,1995.64620664742,"i",0
371.36312557628,2146.94870549556,"i",0
411.585534682785,2009.68621067858,"i",0
387.756836620299,2282.6481583344,"i",0
496.629274722236,1819.50965982612,"i",0
378.454401568027,2169.52737803841,"i",0
466.941994414418,2286.66295381860,"i",0
414.968592599486,2220.47462071386,"i",0
443.269012842653,2032.56681921407,"i",0
408.332343209717,2465.36228018737,"i",0
347.494890535786,2488.99628619073,"i",0
403.745688418699,2141.82577211162,"i",0
496.697131347289,1874.07633171601,"i",0
472.900509091545,1956.16671717982,"i",0
401.391082371252,2448.96908223188,"i",0
487.316628871052,1838.38796766492,"i",0
453.122579165539,2235.34076421327,"i",0
548.505848944877,2007.98901990230,"i",0
411.674286817710,2297.88153439010,"i",0
377.423800468773,2354.77293618921,"i",0
410.151976778774,2014.01874045831,"i",0
501.1449886579,2031.14680921093,"i",0
606.65578891579,1826.66127466506,"i",0
513.298452412545,2400.31158714116,"i",0
481.556754922726,1962.53212096586,"i",0
517.179456161874,2158.38220979094,"i",0
412.044668415328,2293.92438897166,"i",0
469.077722834126,1863.38857072792,"i",0
442.196418692348,1903.89620256086,"i",0
408.391309222579,2159.63064732703,"i",0
422.934413500264,2009.70505794957,"i",0
502.062979183528,2384.10133188889,"i",0
511.834515084034,1886.85943892339,"i",0
501.703990145794,2299.43524020885,"i",0
341.261988211246,2188.45062030270,"i",0
448.59439603692,2172.09162755198,"i",0
457.939258480525,2478.86308673971,"i",0
404.090623973047,1984.75035968906,"i",0
383.277074944945,1965.00906209151,"i",0
384.660799501505,2167.33973163589,"i",0
538.327992798982,1684.17161222656,"i",0
548.409666498553,1877.48967615748,"i",0
490.367856574342,2373.64920988304,"i",0
470.5862328248,1823.12805147458,"i",0
467.533366676486,2432.24768173866,"i",0
415.727377112829,2092.91928995830,"i",0
376.702177307802,2151.16334213899,"i",0
426.709232692463,2294.48065900376,"i",0
419.290352212307,2161.13044353016,"i",0
518.318725222986,2552.22845388878,"i",0
382.685320579969,2270.00474776609,"i",0
370.003186358188,2354.09301247759,"i",0
409.623965449701,2393.75589367991,"i",0
415.363868780763,2192.74426098577,"i",0
440.792885952378,2013.35452181554,"i",0
426.87334719096,2358.69845375430,"i",0
501.31087290854,2129.56687970049,"i",0
489.665167476511,1840.64239581740,"i",0
503.402599016431,2079.53612463024,"i",0
548.681177394086,2030.74022987678,"i",0
462.26141491888,1825.31338758938,"i",0
488.97000428638,2506.08868534132,"i",0
514.899297875303,1992.71605580289,"i",0
437.745741108792,1912.76084878388,"i",0
403.281681722155,2151.30218487683,"i",0
332.342788388861,2287.53303320478,"i",0
451.955129197423,2317.22158567162,"i",0
421.755272222156,2145.01109267669,"i",0
434.568911896453,2475.96359503699,"i",0
406.196867277731,2128.02961629302,"i",0
380.245914360109,2517.00221785437,"i",0
493.063150615185,2427.67244554892,"i",0
453.868472785733,2116.24154993186,"i",0
463.969758585777,2194.52740114539,"i",0
396.884562328221,2096.46612214603,"i",0
426.674826789813,1998.94008176892,"i",0
418.20151994445,2091.11915283665,"i",0
406.603768916793,2340.41900512981,"i",0
396.291656753732,2427.49068432204,"i",0
423.579590625503,2315.1011859883,"i",0
509.950498601632,1987.53250233803,"i",0
360.608828355220,2132.97282755486,"i",0
387.472753387946,2222.51940166744,"i",0
420.816102457311,2007.93390412971,"i",0
382.508697095934,2028.03694138312,"i",0
389.503396882195,2187.98109413181,"i",0
366.94315958717,2333.58538720558,"i",0
466.699766282029,2327.77196409303,"i",0
388.340034936168,1938.94272875531,"i",0
440.224429675113,2122.69232937858,"i",0
369.306896331602,2289.08684887294,"i",0
463.254121303492,2211.82883758910,"i",0
377.363437886979,2027.27508149543,"i",0
381.011994584102,2380.25674995637,"i",0
484.421858599542,2176.57424172028,"i",0
341.718390134061,2612.49698695520,"i",0
423.983404901467,2225.05069705922,"i",0
466.333516826843,2177.74336943437,"i",0
484.577216090801,1829.17747761687,"i",0
455.049449042123,2207.91129231593,"i",0
360.303597888988,2289.33671746779,"i",0
430.063014145733,2123.18437843065,"i",0
425.484231417089,2182.93601266962,"i",0
425.221554762818,2320.11777650261,"i",0
418.959901257219,1963.87860007087,"i",0
559.221693941934,1813.25870254067,"i",0
503.068154325174,1873.82921854938,"i",0
379.11667974173,2431.32301367990,"i",0
436.106863618942,1853.75669147964,"i",0
397.817113086028,2008.09965851571,"i",0
423.993516032583,2501.94470652427,"i",0
445.093637459207,2081.94412348706,"i",0
399.00400386786,2136.89842575111,"i",0
372.169049951811,2306.85669809403,"i",0
403.681747247103,2399.05758448959,"i",0
468.547174231964,1933.85164816523,"i",0
435.278519771067,2118.19952829638,"i",0
448.545067112343,2473.1420770126,"i",0
454.834256308623,2509.33107495931,"i",0
427.370826601217,2234.48160159514,"i",0
398.785325791443,2039.96485658955,"i",0
505.996293591389,1925.31955556893,"i",0
390.569151273452,1960.81152850168,"i",0
505.693272612862,1806.7574694523,"i",0
296.133922380132,1850.44314503659,"i",0
425.270137429729,2038.31170753706,"i",0
347.711230961503,2453.74425199927,"i",0
381.054272227784,2415.87845175523,"i",0
373.667963407603,2127.05539347703,"i",0
365.781189110504,2031.95965783398,"i",0
429.110535194792,2481.22912935015,"i",0
378.795861946087,2351.82219123991,"i",0
498.522680708557,1956.74624374786,"i",0
527.063952011377,2368.93574195167,"i",0
448.781435861198,2066.58254115908,"i",0
358.302312809558,2419.84878793879,"i",0
498.052761357189,2173.05955391249,"i",0
508.636077204234,1781.58231914690,"i",0
440.425560265938,2460.48814923875,"i",0
418.333076047017,2104.83916574877,"i",0
471.212983848616,2472.05562865260,"i",0
422.945942374244,2136.26199927353,"i",0
290.761405013632,1771.53467482964,"i",0
475.787719199312,1775.39769406004,"i",0
501.142653170466,1965.59756190149,"i",0
426.705493595221,1829.91662131071,"i",0
430.597972751959,2035.50319959824,"i",0
447.759045032349,2586.64818250076,"i",0
449.435724220584,2137.82378111754,"i",0
422.698140324905,2512.56543157210,"i",0
443.56344619287,1827.59627651334,"i",0
465.471433752729,2034.87406538388,"i",0
365.056646772177,2306.81231409219,"i",0
328.458660171511,2537.36073619241,"i",0
468.204868839205,1931.17536498979,"i",0
421.861159586879,2567.4099697746,"i",0
501.99833640995,2286.64547546181,"i",0
452.349668363411,2294.46806292624,"i",0
532.060825477617,1933.81173057280,"i",0
421.116264808589,2182.07303569651,"i",0
526.512589119573,1956.01114739950,"i",0
437.986175611624,1806.77104485479,"i",0
495.725058073683,1930.02998765233,"i",0
508.144412357994,2110.44012161293,"i",0
399.456767471617,2015.92139266901,"i",0
440.214850509619,2173.14095973088,"i",0
382.214143852266,2032.86200633576,"i",0
379.829583302047,2709.15388234611,"i",0
493.390766257484,1896.01025462587,"i",1
558.920636992582,1662.48302325212,"i",1
565.328394008524,1779.33557804551,"i",1
569.183503738512,1804.63548239514,"i",1
467.230081573793,1915.81632560275,"i",1
529.789930561618,1831.53064669358,"i",1
532.77840672181,1814.96471213764,"i",1
532.691995044115,1786.30682161697,"i",1
495.158178993135,1904.93026672517,"i",1
492.561088618964,1924.61354645190,"i",1
581.241462591673,1692.52197165098,"i",1
535.431415227304,1652.82649335962,"i",1
505.671570973563,1857.94720986203,"i",1
559.306500756841,1857.1986491364,"i",1
566.039380311093,1756.01417492937,"i",1
559.212467568698,1789.91081168601,"i",1
440.727537512197,2222.88069833233,"i",1
501.241199215397,1832.19328466017,"i",1
501.183477725077,1916.87379138871,"i",1
515.934862130259,1937.64699549182,"i",1
505.277330218187,1796.65781414433,"i",1
568.890353366104,1728.73674823126,"i",1
545.879694918621,1670.84414337426,"i",1
553.372951827636,1729.99537705485,"i",1
555.438953110592,1729.69508061471,"i",1
636.69596833801,1650.86118083994,"i",1
562.972649258359,1547.86317520852,"i",1
524.653288925893,1697.25097497873,"i",1
