"F1" "F2" "PHONE" "UVULAR" "PHONEME"
589.561362508513 1360.52438663210 "a" 0 "a"
637.428747058016 1446.79829633196 "a" 0 "a"
771.902874109679 1491.74525361089 "a" 0 "a"
807.66523322072 1348.23963697196 "a" 0 "a"
794.225278985001 1159.70507498517 "a" 0 "a"
629.660899065401 1536.96644301943 "a" 0 "a"
607.899086716085 1555.84489200631 "a" 0 "a"
651.133276229372 1637.0842957189 "a" 0 "a"
636.876977093097 1774.89692069568 "a" 0 "a"
797.784381854312 1563.27538226263 "a" 0 "a"
740.747476588965 1485.21663035528 "a" 0 "a"
627.134584586084 1524.90259182882 "a" 0 "a"
283.573437974333 1638.80279647411 "a" 0 "a"
666.426839594113 1669.82481021649 "a" 0 "a"
825.849992678323 1345.63007203948 "a" 0 "a"
766.452005298103 1789.98280033697 "a" 0 "a"
776.127156774415 1817.2572956942 "a" 0 "a"
662.310232794266 1515.18634523519 "a" 0 "a"
642.999463131902 1534.36752382314 "a" 0 "a"
892.428068095416 1325.75555884364 "a" 0 "a"
607.532793130677 1544.93006083413 "a" 0 "a"
691.958528672188 1863.15665586253 "a" 0 "a"
616.978423541987 1627.17855926907 "a" 0 "a"
803.609342881272 1455.30735343655 "a" 0 "a"
720.635759909268 1692.15463266878 "a" 0 "a"
730.35990642527 1048.21965368295 "a" 0 "a"
741.689620982165 1508.69394596056 "a" 0 "a"
635.811032344145 1404.59541348830 "a" 0 "a"
494.636833849697 1644.23793737017 "a" 0 "a"
604.955379997887 1568.09646042881 "a" 0 "a"
855.798478412866 1609.86202205489 "a" 0 "a"
540.701389801336 1429.54952815833 "a" 0 "a"
535.230200568385 1640.82309717982 "a" 0 "a"
869.615444768661 1494.91957313681 "a" 0 "a"
783.351071066895 1540.39065635951 "a" 0 "a"
705.529389003927 1585.37275420602 "a" 0 "a"
574.904305521054 1426.83845948237 "a" 0 "a"
807.813223203522 1432.97161414847 "a" 0 "a"
624.216762513659 1691.70997871168 "a" 0 "a"
932.305180052125 1428.91477470691 "a" 0 "a"
742.113459985823 1605.92000464773 "a" 0 "a"
906.31874926294 1341.31916902844 "a" 0 "a"
703.963952828497 1613.12235554807 "a" 0 "a"
597.579338109314 1740.55110134747 "a" 0 "a"
882.477827779892 1642.94130081870 "a" 0 "a"
841.660016872632 1488.46954182114 "a" 0 "a"
1015.71569282666 1307.44426350049 "a" 0 "a"
519.395373620911 1500.69045384967 "a" 0 "a"
829.034540363795 1331.65026973448 "a" 0 "a"
709.205682891649 1501.09835419812 "a" 0 "a"
762.285310467553 1233.36107023013 "a" 0 "a"
661.415528184301 1593.05916304893 "a" 0 "a"
718.063319448566 1388.71538819328 "a" 0 "a"
590.315178638577 1461.17363112148 "a" 0 "a"
707.697891597454 1294.17540301177 "a" 0 "a"
948.36613313795 1711.96760816513 "a" 0 "a"
964.117270600789 1710.44476084989 "a" 0 "a"
550.406350765368 1471.72418568895 "a" 0 "a"
815.098185483668 1727.14610566464 "a" 0 "a"
814.936256047605 1829.439711559 "a" 0 "a"
739.90991795748 1529.52756379646 "a" 0 "a"
800.13822645799 1201.92980540149 "a" 0 "a"
635.56556425697 1279.44991459019 "a" 0 "a"
518.591755988404 1524.47443143577 "a" 0 "a"
807.242890931622 1566.30022668181 "a" 0 "a"
993.121288613286 1216.21971001976 "A" 1 "a"
754.918301483756 1346.28958913929 "A" 1 "a"
835.853072098331 1707.17383875197 "A" 1 "a"
820.429985844373 1606.10874187296 "A" 1 "a"
994.116594676094 1042.69023882202 "A" 1 "a"
615.961404671807 1572.90501995478 "A" 1 "a"
808.31903298325 1442.80903362453 "A" 1 "a"
735.87383804882 1270.07468733187 "A" 1 "a"
679.177158731899 1711.87282727035 "A" 1 "a"
741.520921962058 1480.69286276349 "A" 1 "a"
807.117085611633 1372.96789540067 "A" 1 "a"
842.708077250031 1103.15519948125 "A" 1 "a"
697.798710677912 1252.87451244074 "A" 1 "a"
657.007126588084 1363.35478481134 "A" 1 "a"
640.726815832254 1566.82560229011 "A" 1 "a"
754.39534002785 1261.65914867883 "A" 1 "a"
643.571757970913 1677.67361352264 "A" 1 "a"
488.030839407238 1947.18533079737 "A" 1 "a"
771.363520587011 1470.07173719332 "A" 1 "a"
702.359835837158 1697.16946300244 "A" 1 "a"
605.721779921621 1573.95139569353 "A" 1 "a"
737.952643507508 1387.45367748888 "A" 1 "a"
655.595946443253 1647.44339640217 "A" 1 "a"
781.702339901822 1592.71510661572 "A" 1 "a"
580.406220820249 1663.90410166947 "A" 1 "a"
747.953053576097 1209.79192825939 "A" 1 "a"
703.894975196056 1739.35505895365 "A" 1 "a"
895.116570298604 1169.72776173223 "A" 1 "a"
778.39855384755 1849.88065990049 "A" 1 "a"
785.535179550082 1656.20581805165 "A" 1 "a"
657.364527256834 1176.54162245532 "A" 1 "a"
474.438044120608 1799.46639038966 "A" 1 "a"
840.962277059355 1169.68749696453 "A" 1 "a"
631.204723228037 1425.25239914899 "A" 1 "a"
723.872776716016 1542.59585176782 "A" 1 "a"
802.064764453891 1496.1760690797 "A" 1 "a"
678.154787802365 1583.20564923508 "A" 1 "a"
757.917561427509 1395.00110028241 "A" 1 "a"
734.404442692423 1137.9239012352 "A" 1 "a"
612.931421196854 1509.69606084889 "A" 1 "a"
762.896231173012 1444.19052802637 "A" 1 "a"
637.17439962748 1555.23113435229 "A" 1 "a"
829.141905355453 1292.63871845067 "A" 1 "a"
833.765204880238 1516.81779017332 "A" 1 "a"
748.715943902025 1229.78145753215 "A" 1 "a"
756.44010917281 1440.10979910077 "A" 1 "a"
741.8402669557 1247.69645043989 "A" 1 "a"
837.051444452836 1569.32592268850 "A" 1 "a"
819.380849509574 1419.28588954979 "A" 1 "a"
862.910685247294 1508.00373070605 "A" 1 "a"
687.144167626107 1520.47663128607 "A" 1 "a"
817.115660395675 1358.37603833238 "A" 1 "a"
877.895820413311 1437.62286357637 "A" 1 "a"
681.063743724249 1461.28903715422 "A" 1 "a"
838.141369555411 1073.81094629965 "A" 1 "a"
871.437988193209 1507.09192795128 "A" 1 "a"
741.402924349514 1452.20623780151 "A" 1 "a"
957.470454286096 1168.14014265419 "A" 1 "a"
762.031113508582 1499.31550228876 "A" 1 "a"
681.294501260095 1598.63530860005 "A" 1 "a"
644.371813473748 934.772434969072 "A" 1 "a"
842.979900211438 1524.65613680802 "A" 1 "a"
948.998434258757 1219.80587198976 "A" 1 "a"
691.848524578741 1872.59780609938 "A" 1 "a"
883.12528484255 1655.39522517591 "A" 1 "a"
612.100927961347 1130.97450166321 "A" 1 "a"
917.204450150811 1084.13590585439 "A" 1 "a"
639.303943026937 1436.57946294891 "A" 1 "a"
933.33636116289 1608.55821816979 "A" 1 "a"
611.109134477904 1542.27473203862 "A" 1 "a"
864.237022400902 1353.65925415748 "A" 1 "a"
754.203593596897 1488.79145921617 "A" 1 "a"
711.480164402376 1722.96715024627 "A" 1 "a"
880.6335380221 1251.50325146958 "A" 1 "a"
555.324120995586 1698.58207417149 "A" 1 "a"
719.975129978094 1685.94675594339 "A" 1 "a"
683.76972658334 1464.92288061794 "A" 1 "a"
743.878618751574 1416.75318550534 "A" 1 "a"
619.547528742764 1610.17778326976 "A" 1 "a"
965.975960240052 1429.27425419110 "A" 1 "a"
814.344133380958 1524.47645840338 "A" 1 "a"
734.905306131883 1689.23374679652 "A" 1 "a"
887.97801033149 1339.87215656233 "A" 1 "a"
722.886726066848 1373.29504462319 "A" 1 "a"
705.393366366863 1508.31195838219 "A" 1 "a"
867.000504808029 1416.04190717917 "A" 1 "a"
789.713387528263 1511.28604572741 "A" 1 "a"
936.880690132971 1185.40871738441 "A" 1 "a"
752.799107676469 1116.80931108740 "A" 1 "a"
882.952465178907 1524.13943771526 "A" 1 "a"
845.193203387061 1675.06362466661 "A" 1 "a"
668.042972543834 1700.85140648886 "A" 1 "a"
741.720408752363 1820.69301156800 "A" 1 "a"
613.513033651191 1752.64712253598 "A" 1 "a"
614.505193875429 1473.46437566688 "A" 1 "a"
840.445775481505 1607.28032373801 "A" 1 "a"
554.678684967653 1665.16271365952 "A" 1 "a"
748.396909429467 1579.21870770414 "A" 1 "a"
597.634011311434 1621.08666906825 "A" 1 "a"
616.088033294592 1522.32110296776 "A" 1 "a"
769.592753241372 1324.32573389106 "A" 1 "a"
829.139504212516 1275.74093008725 "A" 1 "a"
767.496050438608 1438.59349476782 "A" 1 "a"
900.396383952423 1183.49968377237 "A" 1 "a"
764.464811371777 1446.09407016655 "A" 1 "a"
799.980286567341 1293.15434013617 "A" 1 "a"
794.468283038363 1481.31767053836 "A" 1 "a"
801.394352287957 1578.38636041115 "A" 1 "a"
884.177023114182 1127.16245948934 "A" 1 "a"
749.18544604584 1460.55947192764 "A" 1 "a"
824.82540033977 1466.82634306631 "A" 1 "a"
691.517702550573 1208.33715110071 "A" 1 "a"
799.434296402237 1358.71245566031 "A" 1 "a"
670.101833461492 1387.65025721851 "A" 1 "a"
874.076119285886 1167.10366325128 "A" 1 "a"
587.631902508166 1650.94338204352 "A" 1 "a"
609.563516770073 1423.35811102570 "A" 1 "a"
648.777669699469 1378.47094225356 "A" 1 "a"
782.46851955192 1342.59282132484 "A" 1 "a"
887.867422167512 1475.24908180837 "A" 1 "a"
681.582476043774 1602.83168115276 "A" 1 "a"
670.237986921894 1698.88795881084 "A" 1 "a"
619.709138671009 1715.92637984501 "A" 1 "a"
767.461290547898 1432.86668026413 "A" 1 "a"
799.609102743545 1587.40610554035 "A" 1 "a"
1071.20239724032 1299.66287063553 "A" 1 "a"
909.468737626178 1515.96503757019 "A" 1 "a"
777.86515005191 1304.94299928069 "A" 1 "a"
861.044379845413 1738.49958984750 "A" 1 "a"
822.747930707113 1071.14474631843 "A" 1 "a"
703.632015491444 1651.95835822974 "A" 1 "a"
905.841924416222 1584.63500725475 "A" 1 "a"
661.899299304645 1846.34433036178 "A" 1 "a"
693.120073551951 1491.59719527519 "A" 1 "a"
703.026901819262 1640.11447084829 "A" 1 "a"
558.596143255538 1196.83931443215 "A" 1 "a"
759.202545157802 1388.07183598466 "A" 1 "a"
663.932995389733 1319.86357808278 "A" 1 "a"
789.612642798819 1715.306870818 "A" 1 "a"
635.377016112016 1800.2792284166 "A" 1 "a"
831.634710295051 1447.21812919485 "A" 1 "a"
827.94417956387 1526.38224726588 "A" 1 "a"
724.115280821705 1692.97557006968 "A" 1 "a"
870.069722758295 1390.09337030006 "A" 1 "a"
807.158269540778 1342.62143901944 "A" 1 "a"
910.806731913807 1503.81122114908 "A" 1 "a"
551.679104482326 1710.00467515376 "e" 1 "i"
553.372812334583 1676.00168901488 "e" 1 "i"
486.557976563815 1803.27216466060 "e" 1 "i"
506.629935720809 1810.33423978230 "e" 1 "i"
528.924564073147 1912.79120274721 "e" 1 "i"
565.369225376224 1745.03776870356 "e" 1 "i"
553.908218852015 1756.40005724115 "e" 1 "i"
604.763159806638 1615.14073778789 "e" 1 "i"
496.563394642219 2038.48896302795 "e" 1 "i"
510.842140450201 1885.44349523761 "e" 1 "i"
491.48175265892 1972.59671486294 "e" 1 "i"
500.469442350017 1877.16387658095 "e" 1 "i"
600.354382157534 1686.55633386354 "e" 1 "i"
563.517522946997 1585.36378990026 "e" 1 "i"
533.110297895025 1817.19853524834 "e" 1 "i"
536.736174280412 1858.54156004719 "e" 1 "i"
549.457333431029 1906.73301159484 "e" 1 "i"
496.946227099566 1821.82035076848 "e" 1 "i"
560.929879946646 1781.74780025875 "e" 1 "i"
519.974201513984 1830.20123483676 "e" 1 "i"
472.41485294887 2038.17161970097 "e" 1 "i"
563.569389674304 1796.16226146909 "e" 1 "i"
545.411908470595 1776.94926446445 "e" 1 "i"
477.748382493457 1840.03630341182 "e" 1 "i"
555.686316151499 1694.76524011122 "e" 1 "i"
527.763535306536 1726.85123982262 "e" 1 "i"
520.157032570602 1807.08883258277 "e" 1 "i"
539.256760230076 1722.69460140966 "e" 1 "i"
521.64773394081 2035.50069463833 "e" 1 "i"
617.063125089467 1500.45771547683 "e" 1 "i"
559.198952466986 1724.68640394665 "e" 1 "i"
559.892335360664 1978.72519114682 "e" 1 "i"
566.948290548933 1828.74169564783 "e" 1 "i"
598.934368334058 1568.47175724269 "e" 1 "i"
586.811499423861 1632.52545915652 "e" 1 "i"
584.578588976281 1744.51900847778 "e" 1 "i"
489.219753489208 1813.62099860762 "e" 1 "i"
486.903249402474 1928.03223492608 "e" 1 "i"
446.099973768354 2059.61431667967 "e" 1 "i"
542.465269761332 1828.75129716131 "e" 1 "i"
506.056172118526 2131.33216672361 "e" 1 "i"
493.772674471032 1904.93118350604 "e" 1 "i"
581.16869158544 1644.78683826850 "e" 1 "i"
479.502965020862 1962.76085013633 "e" 1 "i"
585.923185275934 1661.84297188330 "e" 1 "i"
523.314197242717 1692.00453817450 "e" 1 "i"
501.134163783797 1953.59403937476 "e" 1 "i"
519.513175307807 1780.05416378543 "e" 1 "i"
482.510206760821 2126.98157374563 "e" 1 "i"
444.534579925352 1945.49609753781 "e" 1 "i"
542.000517746729 1910.62235733696 "e" 1 "i"
497.546434163563 1834.06380855028 "e" 1 "i"
598.883426912107 1703.44462422769 "e" 1 "i"
522.833192803711 1936.17515744049 "e" 1 "i"
543.151872922655 1832.94000818011 "e" 1 "i"
560.458419933013 1675.63402838418 "e" 1 "i"
581.366506097121 1813.33922582727 "e" 1 "i"
518.90182018841 1944.25508172070 "e" 1 "i"
547.51923226043 1685.20123459481 "e" 1 "i"
525.848300302528 1775.23850491274 "e" 1 "i"
416.27752744288 2263.51071894354 "e" 1 "i"
526.674779353947 1652.73031485335 "e" 1 "i"
587.75071117009 1808.66075138160 "e" 1 "i"
528.727454494145 1570.10132254225 "e" 1 "i"
495.86767658374 1985.92224079996 "e" 1 "i"
564.12342016763 1735.64979685911 "e" 1 "i"
583.145639896708 1731.02547225082 "e" 1 "i"
431.163980883975 1908.15124607924 "e" 1 "i"
503.640472815523 1757.07197421202 "e" 1 "i"
577.763061405746 1743.82043888236 "e" 1 "i"
508.624664761398 1823.41351673326 "e" 1 "i"
546.630143793733 1840.90879813661 "e" 1 "i"
609.472665886792 1443.38636843832 "e" 1 "i"
533.034681970448 1905.00790093253 "e" 1 "i"
523.016750292455 1915.17030910873 "e" 1 "i"
519.399357652039 1699.69265164351 "e" 1 "i"
555.261116962027 1753.1917230628 "e" 1 "i"
587.480744293788 1787.81786517419 "e" 1 "i"
495.910071866613 1752.31864967821 "e" 1 "i"
584.836423444757 1679.10574645455 "e" 1 "i"
539.198163335895 1804.32173398714 "e" 1 "i"
582.030631844449 1814.17344446117 "e" 1 "i"
569.793669684556 1907.46529301501 "e" 1 "i"
508.005384871494 1827.40350935894 "e" 1 "i"
458.333815497884 2399.71920474706 "i" 0 "i"
499.227480220875 2170.88585152284 "i" 0 "i"
417.636637372703 1996.34220546317 "i" 0 "i"
437.717620546492 1997.19127263949 "i" 0 "i"
422.506538143350 2396.07000659095 "i" 0 "i"
418.813477180631 2060.30667146459 "i" 0 "i"
408.825808731522 2162.46361406194 "i" 0 "i"
500.187941507858 2049.56174490297 "i" 0 "i"
397.549456171655 2586.12995251432 "i" 0 "i"
357.706438235732 2323.76727050720 "i" 0 "i"
372.073158520089 2302.37205782933 "i" 0 "i"
475.601354322027 1906.07907991925 "i" 0 "i"
391.049182140598 2416.76319850987 "i" 0 "i"
387.432453334036 2014.15403253062 "i" 0 "i"
410.82484221722 1885.09494977452 "i" 0 "i"
446.242142345323 2352.84837544371 "i" 0 "i"
440.066824130646 1912.35396977363 "i" 0 "i"
462.089274007127 2128.88861352931 "i" 0 "i"
417.723568478391 1783.69332553505 "i" 0 "i"
411.076599045356 2453.67036739495 "i" 0 "i"
444.904880918089 2293.09261369508 "i" 0 "i"
430.667263786058 2359.26541466003 "i" 0 "i"
425.486237495853 2194.35049004249 "i" 0 "i"
416.237867249154 1999.32048006337 "i" 0 "i"
356.888360741986 2186.83856135988 "i" 0 "i"
458.77058897586 1915.75820308288 "i" 0 "i"
512.436538979015 2156.81751181309 "i" 0 "i"
477.557109429879 2109.699622095 "i" 0 "i"
501.38533202788 1938.89351590286 "i" 0 "i"
508.804223572341 2055.9172827586 "i" 0 "i"
401.263047444876 2008.33925416348 "i" 0 "i"
454.371060228102 2528.84898893651 "i" 0 "i"
425.673527062423 2131.31397758244 "i" 0 "i"
408.434422985475 2438.45433345339 "i" 0 "i"
460.512043692914 2166.16109209284 "i" 0 "i"
417.897943893738 1991.09073572148 "i" 0 "i"
460.816071155255 2065.52489292153 "i" 0 "i"
406.793518082822 2314.89387893825 "i" 0 "i"
463.117562529623 1724.53950024415 "i" 0 "i"
379.908025967486 1992.97334761887 "i" 0 "i"
403.745875453745 2043.55406690225 "i" 0 "i"
439.069949233811 2236.15614154099 "i" 0 "i"
472.139173441156 2217.79946968154 "i" 0 "i"
470.635336162233 2200.93972862695 "i" 0 "i"
493.056742130048 1882.84196534258 "i" 0 "i"
358.791733358644 2270.61781649408 "i" 0 "i"
473.581158500919 2153.28172908010 "i" 0 "i"
481.816185158868 2064.99532439242 "i" 0 "i"
453.758950872032 2115.8448002662 "i" 0 "i"
335.660207530871 2584.38355222592 "i" 0 "i"
493.011309738506 2445.96289132677 "i" 0 "i"
452.824634774772 2321.74316993433 "i" 0 "i"
496.002879976542 2197.81994122049 "i" 0 "i"
444.86516980601 2109.68900786915 "i" 0 "i"
467.155892634211 2020.90497624155 "i" 0 "i"
417.341482832749 2179.31375101289 "i" 0 "i"
431.009376145385 1934.48760151582 "i" 0 "i"
414.145437355959 1840.94107800006 "i" 0 "i"
392.652143336429 2246.26536198796 "i" 0 "i"
488.868026628896 2196.01056732191 "i" 0 "i"
528.249046802241 1949.97589598482 "i" 0 "i"
362.747606236892 1954.95208932463 "i" 0 "i"
534.204373973051 2275.43061809318 "i" 0 "i"
490.686345453058 2381.27724707542 "i" 0 "i"
436.997751369457 1940.88472605211 "i" 0 "i"
435.699490716197 2248.12422753436 "i" 0 "i"
493.547058605633 2433.2938333827 "i" 0 "i"
485.119644327923 2072.39639247806 "i" 0 "i"
468.094868882632 2108.2562778508 "i" 0 "i"
355.510902390296 2197.95104888204 "i" 0 "i"
494.845107526263 2072.14453623004 "i" 0 "i"
416.617354930599 2389.43783417632 "i" 0 "i"
406.712357519252 2240.15974750574 "i" 0 "i"
406.053498614417 1948.85829455797 "i" 0 "i"
443.452259312804 2229.62597821963 "i" 0 "i"
451.155651896703 2483.85025162513 "i" 0 "i"
406.89496425834 2049.96537652404 "i" 0 "i"
438.038474093466 2264.62188314880 "i" 0 "i"
351.167617911971 2136.62170006080 "i" 0 "i"
338.561988981076 2338.79168702504 "i" 0 "i"
428.934613687424 2175.20768222093 "i" 0 "i"
477.973984817844 2114.51249320563 "i" 0 "i"
388.761529929109 1929.50399223685 "i" 0 "i"
471.207453748065 2036.85575913271 "i" 0 "i"
495.191130566229 2195.31825313412 "i" 0 "i"
444.223478670153 2022.96102268016 "i" 0 "i"
416.746982348397 2200.99985819592 "i" 0 "i"
461.733228590561 2194.84261010828 "i" 0 "i"
404.384135848542 2313.28966807593 "i" 0 "i"
418.681432895031 1970.47526923305 "i" 0 "i"
512.435753666450 1936.1867049503 "i" 0 "i"
491.764452277201 1913.10235271714 "i" 0 "i"
454.859451154563 2290.27001065924 "i" 0 "i"
413.983638973214 1942.07612886514 "i" 0 "i"
443.135814179076 2329.04222098823 "i" 0 "i"
484.701969817514 2216.00280262585 "i" 0 "i"
498.817262764684 2103.42958463140 "i" 0 "i"
446.176035463241 2192.63396817146 "i" 0 "i"
410.329883055063 2482.31537553811 "i" 0 "i"
400.340252024491 2473.85958737415 "i" 0 "i"
479.369184964304 2156.18950665149 "i" 0 "i"
403.185061910258 2378.60396575762 "i" 0 "i"
453.850918727592 2270.96365895277 "i" 0 "i"
393.595262274411 1911.21431825143 "i" 0 "i"
325.179464039629 2094.13133193351 "i" 0 "i"
413.100712927341 2359.99002699711 "i" 0 "i"
434.247119810446 2457.92776973913 "i" 0 "i"
472.913635447722 1984.74751255137 "i" 0 "i"
391.859889073016 2319.55324730354 "i" 0 "i"
410.639847341945 1876.01732070636 "i" 0 "i"
445.032384945312 2449.95448819717 "i" 0 "i"
402.779668515553 2146.72956836 "i" 0 "i"
447.396770903269 2198.21864144429 "i" 0 "i"
444.173200251458 2224.78568649963 "i" 0 "i"
429.36760282537 2262.66784332091 "i" 0 "i"
416.518961489092 2199.43079625976 "i" 0 "i"
336.638846202197 2465.18990632722 "i" 0 "i"
503.902278402320 2128.88599197150 "i" 0 "i"
395.323402546069 2115.78084788096 "i" 0 "i"
499.787073134616 2228.69144748612 "i" 0 "i"
390.058651050377 2329.91766170770 "i" 0 "i"
456.478955599989 2382.05096671118 "i" 0 "i"
424.374589965368 2142.69562977332 "i" 0 "i"
452.168073623941 2039.1155997241 "i" 0 "i"
373.406734098229 1926.06043838874 "i" 0 "i"
420.148783157625 2302.56746778544 "i" 0 "i"
356.178503300242 2649.29152030425 "i" 0 "i"
371.732444870972 2207.28047716303 "i" 0 "i"
537.35397676936 2177.13969257609 "i" 0 "i"
492.851356644582 2291.09047028858 "i" 0 "i"
446.950958367359 2420.91143934937 "i" 0 "i"
469.241085026181 1780.19695737145 "i" 0 "i"
414.210553930236 2390.09618117319 "i" 0 "i"
459.884472898805 2121.55812669450 "i" 0 "i"
483.905652438919 1980.32393659053 "i" 0 "i"
488.398888403437 2307.68022884144 "i" 0 "i"
473.311522411687 2328.15689945901 "i" 0 "i"
356.697557301814 2040.26450285632 "i" 0 "i"
463.936446859946 1872.77096216107 "i" 0 "i"
444.839567627448 2209.87845877414 "i" 0 "i"
448.634604651175 2506.98547714514 "i" 0 "i"
321.145861236852 2370.12383701506 "i" 0 "i"
485.33836196738 1785.95918536932 "i" 0 "i"
422.193156830496 2029.83977953340 "i" 0 "i"
395.812653687377 2207.05950970949 "i" 0 "i"
494.652167580487 2010.05728365616 "i" 0 "i"
453.908267422394 2244.92208823725 "i" 0 "i"
429.229668271989 2277.27534913953 "i" 0 "i"
439.369289823506 2248.09111865719 "i" 0 "i"
473.232944069789 1839.71243557088 "i" 0 "i"
449.591842974036 2085.14374599767 "i" 0 "i"
497.940525069192 2183.7875191999 "i" 0 "i"
441.517225062648 2230.2900057564 "i" 0 "i"
411.41057243722 2342.26091805508 "i" 0 "i"
426.225562336327 2545.92532459079 "i" 0 "i"
414.269232570459 2258.27351574143 "i" 0 "i"
416.391786096228 2238.99131410558 "i" 0 "i"
351.307152010267 2381.80753044753 "i" 0 "i"
443.569468358516 1800.34174220907 "i" 0 "i"
369.705186848831 2296.95169913850 "i" 0 "i"
444.436042372138 2377.90084277764 "i" 0 "i"
360.115003031999 2258.30396009428 "i" 0 "i"
524.937149901342 2159.26305469100 "i" 0 "i"
365.723815423445 2228.99713198517 "i" 0 "i"
462.757152557753 2391.95081211452 "i" 0 "i"
466.894609700316 1993.94901141244 "i" 0 "i"
364.196440172667 2258.90520728641 "i" 0 "i"
473.370536078707 2085.33767696827 "i" 0 "i"
430.069596701327 1964.17094084593 "i" 0 "i"
357.484321611991 2446.64384790091 "i" 0 "i"
391.201505978604 2405.04243402958 "i" 0 "i"
434.748272598819 1790.93034246429 "i" 0 "i"
434.282341194375 2237.61711293667 "i" 0 "i"
439.854961676904 2084.41013914680 "i" 0 "i"
383.127637152411 2591.12632299141 "i" 0 "i"
465.008364185646 2132.60401390548 "i" 0 "i"
388.948950337807 2294.44774749657 "i" 0 "i"
482.295438511686 2749.15194857362 "i" 0 "i"
393.926643519352 2366.27716744786 "i" 0 "i"
361.900687703374 2150.28022884283 "i" 0 "i"
298.974895361907 2593.63037224227 "i" 0 "i"
474.698043880848 2282.75646680805 "i" 0 "i"
442.881181030936 2707.81907889566 "i" 0 "i"
453.751860509369 2036.55964640682 "i" 0 "i"
415.706253841063 1999.14805035869 "i" 0 "i"
477.135103918373 2288.16404723589 "i" 0 "i"
424.521821476101 2320.20617025924 "i" 0 "i"
496.493573986654 2018.61443671356 "i" 0 "i"
530.50853768462 2038.39848731053 "i" 0 "i"
417.775099369275 2177.91421703214 "i" 0 "i"
449.844013948041 1859.53052996005 "i" 0 "i"
427.003076338053 2181.58027222102 "i" 0 "i"
398.364330699459 2414.16825132349 "i" 0 "i"
467.266534801914 2179.26299794177 "i" 0 "i"
356.459883810754 2178.72967337832 "i" 0 "i"
448.926975543123 2341.76375843447 "i" 0 "i"
534.370055348572 2105.41642032409 "i" 0 "i"
403.216406066347 2116.35257549844 "i" 0 "i"
389.867256961746 2345.24871806423 "i" 0 "i"
388.967503582975 2308.3910545835 "i" 0 "i"
413.653538824941 2472.610235683 "i" 0 "i"
375.43273585456 1996.09203727199 "i" 0 "i"
404.236857567322 2173.94609205797 "i" 0 "i"
446.718191579394 1574.71953977014 "i" 0 "i"
375.657426236753 2473.69799779008 "i" 0 "i"
396.664407189716 2252.87072878023 "i" 0 "i"
475.834413606096 2372.43525476643 "i" 0 "i"
450.02887285924 2297.3840910138 "i" 0 "i"
287.762868885149 2391.39580959701 "i" 0 "i"
479.34056333798 1742.18812706419 "i" 0 "i"
