"X1" "X2" "C" "S1"
784.838430048752 1668.68188836850 "a" "a 1"
870.477013440338 1497.66579063564 "a" "a 1"
629.34081027145 1696.27393409119 "a" "a 1"
785.617847937069 1452.00178309261 "a" "a 1"
678.228612648566 1517.56548182355 "a" "a 1"
777.151537809149 1649.84645415934 "a" "a 1"
605.58200089731 1956.97394644707 "a" "a 1"
646.686995651235 1506.64386037166 "a" "a 1"
322.425265688044 1211.31711212727 "a" "a 1"
760.601003184704 1459.48487234627 "a" "a 1"
645.641611544763 2017.33248135410 "a" "a 1"
791.915327642301 2079.69762280269 "a" "a 1"
512.966933540381 1710.42669539319 "a" "a 1"
696.785700672932 1667.89951905296 "a" "a 1"
667.107231110575 1490.39290404481 "a" "a 1"
698.823468089306 1384.18534970827 "a" "a 1"
719.078888612347 1636.10206027609 "a" "a 1"
329.480597129346 2445.5661485067 "i" "i 0"
364.187213228642 2461.49379738827 "i" "i 0"
486.437534966725 2250.90416499124 "i" "i 0"
409.638563821391 1665.78290184967 "i" "i 0"
407.783361963252 2041.90236571275 "i" "i 0"
450.817475273935 2081.34762411356 "i" "i 0"
467.106458148736 2207.7845526114 "i" "i 0"
374.510403828703 2457.05341406169 "i" "i 0"
475.38292576447 1980.74936823517 "i" "i 0"
467.926296019197 2169.93872655768 "i" "i 0"
505.626850505425 2014.29417797468 "i" "i 0"
402.12916151472 2403.39589545501 "i" "i 0"
397.645058342092 1960.4290165791 "i" "i 0"
499.131341539682 2121.97474026431 "i" "i 0"
383.976624655421 1894.35339900912 "i" "i 0"
532.94013898629 1734.54089752628 "i" "i 0"
421.158546132852 2498.13934238383 "i" "i 0"
396.028294065092 2593.63676303952 "i" "i 0"
404.109043070872 2092.22768185749 "i" "i 0"
398.959987510247 2124.69677555348 "i" "i 0"
453.973522632858 1913.90713713206 "i" "i 0"
559.663376054003 1790.90948070532 "i" "i 0"
373.259887940282 2240.19436389623 "i" "i 0"
467.607217227939 1984.11532669141 "i" "i 0"
360.63014919744 2330.8093888735 "i" "i 0"
440.175724199078 2226.37119698271 "i" "i 0"
459.243649145439 2347.38835618902 "i" "i 0"
388.304427774859 2185.13945199715 "i" "i 0"
403.95319458334 1973.75143079306 "i" "i 0"
445.480862817572 1843.44330516872 "i" "i 0"
431.088767028639 2300.3367273866 "i" "i 0"
419.968346313548 2054.70720169034 "i" "i 0"
522.952114122992 1748.53417761713 "i" "i 0"
342.185843192851 2390.55559980001 "i" "i 0"
419.805114169242 2137.1073028967 "i" "i 0"
392.019077103651 2370.45909760398 "i" "i 0"
376.59709301471 2253.46895506622 "i" "i 0"
459.575005256181 2368.257160191 "i" "i 0"
395.104395615077 2034.05244986314 "i" "i 0"
366.120584110284 2231.728498853 "i" "i 0"
486.740324860158 1795.85321301708 "i" "i 0"
501.946397189257 1693.10875398231 "i" "i 0"
415.080535921616 2575.92732227431 "i" "i 0"
425.113629825028 2222.02127520725 "i" "i 0"
456.999070432698 1843.01817671844 "i" "i 0"
384.210243567784 2195.87683133298 "i" "i 0"
494.449918438272 2340.34291932083 "i" "i 0"
466.476677322282 2353.12742706735 "i" "i 0"
405.326311951827 2335.4605264734 "i" "i 0"
443.890937716345 2215.94034986293 "i" "i 0"
361.22696496929 2349.51615797708 "i" "i 0"
408.605602590878 2113.70688781643 "i" "i 0"
503.290816614073 1831.44198656095 "i" "i 0"
415.807015127862 2449.87621061493 "i" "i 0"
467.405092197442 2141.68854154529 "i" "i 0"
475.357714049577 2250.84615230028 "i" "i 0"
416.264011967419 2391.85598668336 "i" "i 0"
428.688120461493 2173.98324400145 "i" "i 0"
381.191537622179 2080.00298506051 "i" "i 0"
401.428045967465 1985.84943267972 "i" "i 0"
441.646207508782 2259.35741229215 "i" "i 0"
603.9055022081 1705.15050632695 "i" "i 0"
444.122188781669 2180.00038876614 "i" "i 0"
350.634658815009 2324.09303426897 "i" "i 0"
399.882605346964 2167.80834071764 "i" "i 0"
376.429830013487 2293.04165617747 "i" "i 0"
404.989401470434 1930.96788560158 "i" "i 0"
391.554724497636 2198.24318952859 "i" "i 0"
324.022226939737 2292.74651992587 "i" "i 0"
372.449457466277 2412.36395965938 "i" "i 0"
522.397873242398 1936.89752785985 "i" "i 0"
472.238031233344 1813.0045495048 "i" "i 0"
278.766711924895 1952.6682910061 "i" "i 0"
421.983280477924 2265.36285314748 "i" "i 0"
475.187407999088 2226.81520892848 "i" "i 0"
523.451670334642 1720.47955665692 "i" "i 0"
423.033795712197 2183.51570026015 "i" "i 0"
439.114995601913 2376.9410761654 "i" "i 0"
469.438142228267 2111.83838448284 "i" "i 0"
433.547905259171 2268.97809602791 "i" "i 0"
399.718794595349 2313.09724680521 "i" "i 0"
365.503584206041 2448.48857221587 "i" "i 0"
406.944030132482 1866.40897174261 "i" "i 0"
455.519718900761 2305.90462738608 "i" "i 0"
484.915090453197 2311.90543627306 "i" "i 0"
481.230368783427 1969.38865470582 "i" "i 0"
432.438742441763 2416.38588700172 "i" "i 0"
416.853350880831 1924.97467790906 "i" "i 0"
444.561560167276 2158.58445190553 "i" "i 0"
495.506366525242 1942.95981083731 "i" "i 0"
432.724831660857 2202.32488029892 "i" "i 0"
435.145364878767 1866.29602299337 "i" "i 0"
427.149198144596 2236.16776221688 "i" "i 0"
351.029957637786 2169.92516861467 "i" "i 0"
392.96847920472 2374.03550181423 "i" "i 0"
386.345403001847 2248.6741056918 "i" "i 0"
391.264181516397 1931.40623457212 "i" "i 0"
492.017610015633 2165.13400660476 "i" "i 0"
412.973642619124 2360.27140286941 "i" "i 0"
485.877870419718 1924.6996514411 "i" "i 0"
433.66975556981 2005.25128151504 "i" "i 0"
481.740495682443 2385.74698799574 "i" "i 0"
428.563494172355 2330.00092688606 "i" "i 0"
376.063214829969 2323.15089357643 "i" "i 0"
416.525065100772 2227.18892933325 "i" "i 0"
463.575019193154 2180.03688997424 "i" "i 0"
383.459976799269 1531.56324170597 "i" "i 0"
469.938990722007 2352.6673138242 "i" "i 0"
459.64664399985 1793.45992114168 "i" "i 0"
421.452620877558 2505.80784003219 "i" "i 0"
464.235886053107 2153.07007644252 "i" "i 0"
500.541809260427 2211.18856170015 "i" "i 0"
506.3206071325 2474.87718844349 "i" "i 0"
423.098022891111 2090.22207954388 "i" "i 0"
444.013504980678 2206.90782423956 "i" "i 0"
422.323630203386 2003.98522304377 "i" "i 0"
505.626633604025 1998.67092523451 "i" "i 0"
436.927056934583 1976.09258960792 "i" "i 0"
461.313285391264 1859.54306543418 "i" "i 0"
425.53341468925 2315.15565757142 "i" "i 0"
300.484016133356 1963.75307462842 "i" "i 0"
387.286953824822 2165.62206103209 "i" "i 0"
417.754470580943 2067.26626715972 "i" "i 0"
384.686314006534 2490.49598996717 "i" "i 0"
428.487587765619 2051.70285158315 "i" "i 0"
465.416774889231 2086.40985414789 "i" "i 0"
420.602166765549 2396.48517799816 "i" "i 0"
382.461177267464 2475.53326566905 "i" "i 0"
437.585198884064 2526.31075768168 "i" "i 0"
470.880787296732 2013.32297082577 "i" "i 0"
396.839505592193 2363.9705794467 "i" "i 0"
553.281298371858 2119.58743019142 "i" "i 0"
402.047684252673 2141.55807371543 "i" "i 0"
420.691543762926 2525.42855640146 "i" "i 0"
398.060856108328 2217.78869546129 "i" "i 0"
561.424015944802 1754.63358909826 "i" "i 0"
518.943108158867 1998.2197147005 "i" "i 0"
437.120596538915 2006.9121445981 "i" "i 0"
381.84102348421 2339.21867498648 "i" "i 0"
418.153279168894 2099.48899814413 "i" "i 0"
551.069427887587 1668.21151166908 "i" "i 0"
458.364767959583 2038.24470971039 "i" "i 0"
497.200165433084 1995.64620664742 "i" "i 0"
371.36312557628 2146.94870549556 "i" "i 0"
411.585534682785 2009.68621067858 "i" "i 0"
387.756836620299 2282.6481583344 "i" "i 0"
496.629274722236 1819.50965982612 "i" "i 0"
378.454401568027 2169.52737803841 "i" "i 0"
466.941994414418 2286.6629538186 "i" "i 0"
414.968592599486 2220.47462071386 "i" "i 0"
443.269012842653 2032.56681921407 "i" "i 0"
408.332343209717 2465.36228018737 "i" "i 0"
347.494890535786 2488.99628619073 "i" "i 0"
403.745688418699 2141.82577211162 "i" "i 0"
496.697131347289 1874.07633171601 "i" "i 0"
472.900509091545 1956.16671717982 "i" "i 0"
401.391082371252 2448.96908223188 "i" "i 0"
487.316628871052 1838.38796766492 "i" "i 0"
453.122579165539 2235.34076421327 "i" "i 0"
548.505848944877 2007.9890199023 "i" "i 0"
411.67428681771 2297.8815343901 "i" "i 0"
377.423800468773 2354.77293618921 "i" "i 0"
410.151976778774 2014.01874045831 "i" "i 0"
501.1449886579 2031.14680921093 "i" "i 0"
606.65578891579 1826.66127466506 "i" "i 0"
513.298452412545 2400.31158714116 "i" "i 0"
481.556754922726 1962.53212096586 "i" "i 0"
517.179456161874 2158.38220979094 "i" "i 0"
412.044668415328 2293.92438897166 "i" "i 0"
469.077722834126 1863.38857072792 "i" "i 0"
442.196418692348 1903.89620256086 "i" "i 0"
408.391309222579 2159.63064732703 "i" "i 0"
422.934413500264 2009.70505794957 "i" "i 0"
502.062979183528 2384.10133188889 "i" "i 0"
511.834515084034 1886.85943892339 "i" "i 0"
501.703990145794 2299.43524020885 "i" "i 0"
341.261988211246 2188.4506203027 "i" "i 0"
448.59439603692 2172.09162755198 "i" "i 0"
457.939258480525 2478.86308673971 "i" "i 0"
404.090623973047 1984.75035968906 "i" "i 0"
383.277074944945 1965.00906209151 "i" "i 0"
384.660799501505 2167.33973163589 "i" "i 0"
538.327992798982 1684.17161222656 "i" "i 0"
548.409666498553 1877.48967615748 "i" "i 0"
490.367856574342 2373.64920988304 "i" "i 0"
470.5862328248 1823.12805147458 "i" "i 0"
467.533366676486 2432.24768173866 "i" "i 0"
415.727377112829 2092.9192899583 "i" "i 0"
376.702177307802 2151.16334213899 "i" "i 0"
426.709232692463 2294.48065900376 "i" "i 0"
419.290352212307 2161.13044353016 "i" "i 0"
518.318725222986 2552.22845388878 "i" "i 0"
382.685320579969 2270.00474776609 "i" "i 0"
370.003186358188 2354.09301247759 "i" "i 0"
409.623965449701 2393.75589367991 "i" "i 0"
415.363868780763 2192.74426098577 "i" "i 0"
440.792885952378 2013.35452181554 "i" "i 0"
426.87334719096 2358.6984537543 "i" "i 0"
501.31087290854 2129.56687970049 "i" "i 0"
489.665167476511 1840.6423958174 "i" "i 0"
503.402599016431 2079.53612463024 "i" "i 0"
548.681177394086 2030.74022987678 "i" "i 0"
462.26141491888 1825.31338758938 "i" "i 0"
488.97000428638 2506.08868534132 "i" "i 0"
514.899297875303 1992.71605580289 "i" "i 0"
437.745741108792 1912.76084878388 "i" "i 0"
403.281681722155 2151.30218487683 "i" "i 0"
332.342788388861 2287.53303320478 "i" "i 0"
451.955129197423 2317.22158567162 "i" "i 0"
421.755272222156 2145.01109267669 "i" "i 0"
434.568911896453 2475.96359503699 "i" "i 0"
406.196867277731 2128.02961629302 "i" "i 0"
380.245914360109 2517.00221785437 "i" "i 0"
493.063150615185 2427.67244554892 "i" "i 0"
453.868472785733 2116.24154993186 "i" "i 0"
463.969758585777 2194.52740114539 "i" "i 0"
396.884562328221 2096.46612214603 "i" "i 0"
426.674826789813 1998.94008176892 "i" "i 0"
418.20151994445 2091.11915283665 "i" "i 0"
406.603768916793 2340.41900512981 "i" "i 0"
396.291656753732 2427.49068432204 "i" "i 0"
423.579590625503 2315.1011859883 "i" "i 0"
