"T2","X1","X2","X3","T1","C"
213.315655641818,720.724567978986,1617.23406884038,2664.89889947001,-1,"a"
173.356349569526,412.927980245883,2306.33167093046,2843.8818370988,-1,"i"
175.699477670934,838.761554155232,1471.05905232726,2598.93966124549,-1,"a"
174.542006453469,796.959002197907,1796.92689760694,2510.04279862907,-1,"a"
178.443305029959,750.241179360781,1956.01385205394,2639.6709475811,-1,"a"
159.757745013102,710.794527398768,1682.27338117491,2612.2354349085,-1,"a"
218.300140401765,453.273813543764,2425.2200662616,2863.52127568596,-1,"i"
239.000223234232,772.917439079866,1833.95253180401,2643.66178450866,-1,"a"
205.871708813486,441.112886165291,2378.04852341837,2808.78781442806,-1,"i"
230.324543530605,872.299103688041,1584.44547726676,2696.43706545518,-1,"a"
231.361454437634,481.227711263116,2469.42904105998,2758.26962105901,-1,"i"
166.865286855396,971.987091791178,1390.43220539922,2764.15078905815,-1,"a"
228.440415306292,620.752605905998,2167.34895081609,2675.61767250169,-1,"i"
202.076857479266,979.62081500522,1531.92112804533,2721.90811475467,-1,"a"
179.81297900943,396.15825405863,2358.8158458095,2679.30452282226,-1,"i"
233.300299315448,489.007999046438,1215.51054419879,2993.12905761247,-1,"u"
211.865310348431,843.132988529504,1652.57633274133,2862.60386289912,-1,"a"
226.149634940365,459.027815534259,2020.36548514974,2669.12948987554,-1,"i"
171.291055158767,848.360601527113,1759.27253041682,2562.35084192454,-1,"a"
189.176784919769,814.032292859828,1461.86190105211,3124.2186630101,-1,"a"
198.614497920661,651.641525619425,1740.40985593896,2794.26244229464,-1,"a"
183.508769730087,861.201424844202,1737.67138234986,2686.43463057724,-1,"a"
201.960151458943,805.772365553598,1557.71288960914,2671.33642122275,-1,"a"
106.596438124388,331.952112027264,2509.55467295758,2746.44542083821,-1,"i"
218.552260938436,852.52718364593,1559.11680836014,2849.15453924753,-1,"a"
276.716795769594,555.481022559209,2160.84064685219,2749.16451434842,-1,"i"
252.819759428852,968.375976103506,1629.04655417512,2629.12607817588,-1,"a"
254.949373849555,912.43056875514,1668.452403703,2577.98795158684,-1,"a"
233.367867287002,963.408174574265,1543.9629651808,2776.13777912994,-1,"a"
246.080578185717,887.683723337404,1585.05884647245,2646.56073818423,-1,"a"
243.91990321893,509.405556956633,2364.51772482381,2850.06529627254,-1,"i"
199.055208151829,428.522187768631,2306.34859573563,2833.11004475819,-1,"i"
193.901367101209,443.840211681271,2408.55591593935,2769.06027069586,-1,"i"
251.314805868975,528.558666396298,2044.3725114483,2729.31900631802,-1,"i"
237.298568081169,697.910888811657,2060.52976080809,2764.88356608367,-1,"a"
215.792456156612,448.829645688045,2530.44394310518,2756.9694252514,-1,"i"
167.42949228249,875.133271569736,1220.96216686051,2599.09272175927,-1,"a"
296.240780154985,817.141229570295,1526.12837597126,2775.32400070953,-1,"a"
217.971734027342,777.45540745741,1529.41361986994,2858.86768457599,-1,"a"
219.464263795332,934.506161407947,1408.33517651645,2796.96545648076,-1,"a"
223.69577914216,1078.69925303366,1488.53392764656,2939.04185208395,-1,"a"
229.826293779134,806.43116301492,1640.99124461281,2654.42134299327,-1,"a"
221.471848453985,829.29619014792,1622.90598680601,2685.88692134965,-1,"a"
149.805194466497,827.06356106982,1624.31755616418,2646.99035931291,-1,"a"
197.943694606751,1242.8430271638,1254.10302105177,2668.53407470742,-1,"a"
183.316250340771,839.655428059225,1264.65607832949,2696.53220579484,-1,"a"
229.545942633617,488.150819237938,1208.5747304515,3045.35841767188,-1,"u"
191.979548542645,750.941780235042,1710.85844465022,2725.85068789299,-1,"a"
317.160059945734,368.757998821924,2386.38671838585,2827.09484261245,-1,"i"
232.945727771356,474.631668610442,2539.38907649375,3155.96623562908,-1,"i"
225.262339283115,725.458696914541,1551.03296038976,2790.70333632812,-1,"a"
206.726734266173,533.189487969066,981.074698357022,2926.28769540546,-1,"u"
201.137339109981,810.175297901686,1888.68778673841,2500.66262845329,-1,"a"
223.442617520207,819.428253786273,1405.16085863978,2744.73895172995,-1,"a"
219.461023709731,748.33381447103,1276.65947384487,2673.2090576095,-1,"a"
230.286261821351,501.310955058014,801.37344377709,2912.6865369389,-1,"u"
212.222411789191,800.108680578219,1575.88569461011,2660.61488108544,-1,"a"
222.885907046855,789.395735499608,1608.05817635981,2698.5769372384,-1,"a"
241.39832026339,892.238328410837,1301.67708915284,2706.9035416502,-1,"a"
224.053820032178,740.851790460457,1464.27247188906,2778.69571262666,-1,"a"
277.042534136041,907.813023926515,1782.52944298837,2716.86052159721,-1,"a"
328.275685888683,759.522997959965,1481.68668202718,2837.67727610994,-1,"a"
317.618271489208,738.073692509227,1587.87165249102,2876.7393993108,-1,"a"
391.852677791821,476.706549941612,1208.6349010419,2816.00677994017,-1,"u"
367.160864340599,395.323682848845,1921.68927279627,2670.94815684433,-1,"i"
368.469615851163,814.391900882355,1965.29524464568,2678.08155966934,-1,"a"
361.820510177409,661.256680992984,1463.30210793924,2850.827243699,-1,"u"
362.02128447196,477.363383267638,2204.99767538182,2564.14358648463,-1,"i"
340.519742966164,835.472430516144,1738.80568735485,2713.10347751975,-1,"a"
338.736658692899,879.64708336153,1697.5336972969,2654.02280405873,-1,"a"
330.527285778071,730.028427630004,1458.8246271812,2902.56067764472,-1,"a"
328.005623291676,712.998334618865,1441.58922762834,2703.29911176949,-1,"a"
186.662085158188,814.263097475667,1657.89991022494,2745.01441701756,-1,"a"
184.314293751208,775.228049584974,1651.63770069696,2645.56455757042,-1,"a"
133.061109711489,869.879968810509,1497.06837436017,2585.85186382754,-1,"a"
251.606369926734,920.648612137441,1636.32297734552,2562.11103074302,-1,"a"
310.287554025049,905.803347509486,1859.40066985138,2456.70678256857,-1,"a"
387.164528033628,829.315245870366,1435.50764874809,2800.02759696548,-1,"u"
346.621584270302,755.220584824006,1609.72680328334,2751.11278060839,-1,"a"
214.530691278881,701.695722379788,1452.80992397196,2776.96466306975,-1,"a"
244.945386860223,903.70129433266,1532.98817134884,2691.64197216998,-1,"a"
239.384017130609,941.02814591196,1686.41464094266,2890.2076126042,-1,"a"
207.411132206288,839.655050143895,1494.41597315209,2845.33285468975,-1,"a"
194.767377226948,754.069977157832,1537.08881940619,2606.72139175974,-1,"a"
230.279296591808,499.265926894215,2254.6260438412,2630.34942021849,-1,"i"
387.486848835543,780.819281645833,1503.84876089456,2784.05465675615,-1,"a"
219.937386707456,512.18492721086,948.404477382975,2855.99436238176,-1,"u"
243.221346669526,399.574027081023,2341.49597216805,2789.63602541866,-1,"i"
274.076329484572,382.795193997132,2351.61400114068,2744.44129243855,-1,"i"
228.709759257513,935.380510005772,1651.02868489604,2304.54745332409,-1,"a"
210.562600329842,392.230731101221,2367.59226520119,2900.79243249006,-1,"i"
218.140480006194,361.501599041716,2621.62885522332,2838.2390622749,-1,"i"
214.149892577525,427.648868929972,2408.2435619703,2878.7405755892,-1,"i"
240.74781882066,831.322863770721,1764.90365140331,2493.63959937965,-1,"a"
344.44199088702,417.268470637781,2383.81031890377,2973.87988682258,-1,"i"
204.054071877974,824.887190387574,1726.88135628699,2570.99567402671,-1,"a"
153.390917546568,863.985037155963,1579.31989629712,2530.21574491989,-1,"a"
209.253966902976,827.909886607891,1519.48743224361,2701.61688035026,-1,"a"
234.141702095265,471.609942356567,2466.45634086584,2871.22281564166,-1,"i"
138.979861802968,863.641330428969,1515.96260012433,2480.83494809116,-1,"a"
121.323843762007,805.418192952354,1668.00066343699,2437.33469141051,-1,"a"
162.841928397549,416.918351920128,2478.85068539531,2735.98129760354,-1,"i"
193.440261769329,761.200637926973,1580.69763412531,2657.03811739859,-1,"a"
162.770126165117,382.82169761351,2394.04674790414,2731.88002575487,-1,"i"
155.093394806302,708.37909663415,1626.559432262,2575.82399237626,-1,"a"
162.650896669894,651.735448603394,1501.38088980154,2822.06804185762,-1,"a"
221.624380783833,707.747902205015,1851.58116669677,2642.82597018861,-1,"a"
193.768030289995,780.9749858532,1804.31187202677,2657.97016087189,-1,"a"
211.869735382258,550.225209954738,1026.99959769491,2891.04975022665,-1,"u"
190.464488445644,905.257810250217,1592.27893363946,2702.36302583171,-1,"a"
181.563468467417,834.111805671404,1406.78748616667,2882.05851711895,-1,"a"
68.2477709376064,788.022975412225,1643.57048583959,2631.21001032311,-1,"a"
172.746025960021,363.695402771406,2448.95160294544,2876.48080367473,-1,"i"
155.9253856524,400.169913581779,2079.11030078328,2698.25520003782,-1,"i"
137.646777017794,354.383268224956,2417.64587324377,2983.09614392464,-1,"i"
146.503135220117,422.456220139424,2449.63816333,2739.44818532561,-1,"i"
144.686554954033,775.679398742682,1545.58718868626,2704.09719750103,-1,"a"
352.859225630394,897.065044705038,1454.43750948916,2537.5320699418,-1,"a"
262.762929382473,854.071868469917,1655.1677884553,2696.74066741778,-1,"a"
162.022564998502,344.439888908323,2505.51000684866,2951.97848104072,-1,"i"
271.437917060389,514.273922824606,2410.1115599967,2834.7291224057,-1,"i"
336.759765356441,950.611037375897,1778.52043657213,2954.91865704594,-1,"a"
231.338940647711,445.609159311042,2569.12883263289,2579.00846409778,-1,"i"
242.944755485749,761.078136772355,1592.13294654239,2820.13050238937,-1,"a"
195.998072650128,811.67258147772,1661.59418253092,2596.97056548723,-1,"a"
310.751107779019,325.481308956611,2295.59903138416,3087.20256867499,-1,"i"
325.387882033552,715.092969284318,1687.49751095067,2627.97793385642,-1,"a"
299.482014218425,328.262928444842,2568.19207737767,2980.4229211558,-1,"i"
262.313114013255,434.183695393403,2411.88857695732,2834.27382438307,-1,"i"
280.069690747154,522.556038769315,2385.75444255565,2939.78134689489,-1,"i"
303.930714127353,723.241798813737,1538.13896369471,2762.20372924942,-1,"a"
210.344264506699,459.136239180061,1476.41800322678,2910.32922834003,-1,"u"
194.205452855264,826.083250754344,1363.76941478004,2809.11229426004,-1,"a"
215.742709596277,468.696448052124,2286.73914627764,2819.46880342168,-1,"i"
231.848245097611,475.978586878077,2440.21835454036,2733.27669075353,-1,"i"
229.675369782232,452.915158993496,2546.04698073907,3004.89463277771,-1,"i"
164.850797827273,825.927039968353,1641.95024177591,2640.08116147582,-1,"a"
200.314773767582,494.978574491954,2237.47896434907,2899.16293166162,-1,"i"
211.790896813794,817.846544726272,1526.49333520924,2750.43471663606,-1,"a"
196.908740626315,504.782277727234,1369.01109998923,2895.56172140995,-1,"u"
194.999319388393,412.720374266586,2352.93788541832,2784.38386958032,-1,"i"
145.860860009942,373.333440483045,2367.03366160748,2829.43821277717,-1,"i"
209.104490985286,437.539063392914,2265.48557264589,2783.10921020316,-1,"i"
280.989703339266,867.795020370963,1553.71046410579,2751.1399784415,-1,"a"
276.120775419205,386.50427524953,2472.74606961274,2973.15692904637,-1,"i"
224.836568993441,446.050182560173,2482.68350058464,2886.09633871741,-1,"i"
231.565407995295,439.646856330645,2438.49526855833,2847.92027068117,-1,"i"
111.361660829894,827.054617784711,1530.35299709075,2927.01298125387,-1,"a"
223.002291692225,453.893686203733,2216.11451060951,2751.94928333425,-1,"i"
243.582120404411,423.784576537438,2536.70261574624,2778.64592266035,-1,"i"
182.046519423497,392.180668703826,2487.96387057812,2845.10646035461,-1,"i"
267.113925907153,469.110272208379,2383.50813349108,2838.073900181,-1,"i"
303.916130300098,687.888265598143,1734.07487835297,2723.91625265759,-1,"a"
257.281501013642,510.392937219131,2302.8055956382,2805.29260050315,-1,"i"
230.150116396884,927.565083772456,1580.05116718737,2826.33526816686,-1,"a"
246.565729652034,714.691987092785,1594.91315860444,2870.18214526553,-1,"a"
217.13866460478,722.07591430264,1583.84632273997,2648.28060021323,-1,"a"
229.592218101414,495.245992188381,1296.22363285843,2833.36624497876,-1,"u"
144.868388533627,677.594293770777,1540.90217533023,3006.5926947897,-1,"a"
202.090259420183,887.858299824731,1429.66911081357,2838.28840963234,-1,"a"
235.387009471509,844.229295747484,1469.22768114682,2876.03105146366,-1,"a"
210.60355636993,934.607401608073,1598.15597469708,2413.21022223138,-1,"a"
181.988754107957,391.752006631208,2348.7601593273,3020.50710611708,-1,"i"
195.918354828424,405.444671353668,2408.86146843899,2758.39236737558,-1,"i"
178.692639343781,423.3873848474,2356.29503014626,2945.78048626049,-1,"i"
199.261479049846,723.511097893074,1647.35629114221,2701.39449348844,-1,"a"
217.265567502648,814.28448255831,1754.82443291056,2631.11523837785,-1,"a"
195.783173534575,839.01169452176,1764.37278494184,2583.8641087657,-1,"a"
196.188933054717,728.157688851286,1947.81951495256,2693.8087204657,-1,"a"
170.535123670946,415.902903614347,2341.5943715626,2748.88457078869,-1,"i"
184.440004325895,834.032860491804,1638.31957520953,2639.20990509504,-1,"a"
168.956503729322,858.872191983069,1378.98146472159,2657.23590024755,-1,"a"
186.456163125267,603.424204947451,1332.92009761209,2888.4338896671,-1,"u"
197.566531585904,420.038626074464,2481.24566957896,2850.01200931568,-1,"i"
313.840395879983,422.176073297625,2424.78638591277,2841.46789585722,-1,"i"
195.841931393365,783.096472535893,1377.6840949822,2718.9050311887,-1,"a"
197.319723403783,738.72202554518,1676.00364489906,2626.50930101129,-1,"a"
223.176033557147,445.808549007912,2452.3144499448,3045.08768050301,-1,"i"
61.4603589078102,820.055586305587,1557.24085259694,2602.40700477411,-1,"a"
163.92419372701,701.492956563131,1496.62089806092,2723.79548302821,-1,"a"
150.901328226807,686.038824689492,1614.83685046235,2554.15243248782,-1,"a"
199.839062464326,667.868612173407,1731.3868291554,2760.20120609889,-1,"a"
192.080664492202,494.412593621788,2315.62358681672,2792.07365310085,-1,"i"
248.618520050971,790.929267474723,1722.97336039673,2688.40369161263,-1,"a"
244.368134209845,629.146580181482,919.859998176743,2878.57669852198,-1,"u"
287.716741232864,818.745852083141,1713.11086557975,2626.55846305622,-1,"a"
197.858281327736,761.430752465151,1703.29713205333,2732.40987649665,-1,"a"
247.288504687145,439.399747341449,2451.53533591124,2950.79936401616,-1,"i"
178.392016734955,1060.84495922995,1367.97517823091,2771.79991044282,-1,"a"
363.705915023637,424.968465463442,1078.82195816072,2926.75276527404,-1,"u"
215.840430528611,875.217704781016,1625.86629765643,2801.63663220644,-1,"a"
218.773034807565,923.883839154058,1539.12043158683,2812.19793392264,-1,"a"
312.414824056646,521.492775636068,1223.62804233768,3042.67007388411,-1,"u"
253.473851088273,835.83858674198,1669.18647172624,2879.76477655938,-1,"a"
256.583717311099,528.875567571574,1199.11288874062,3069.6297352738,-1,"u"
223.32903471613,710.046261560393,1752.97606145186,2612.55267664914,-1,"a"
215.764808767192,954.19424887788,1789.09809027082,2663.58529922625,-1,"a"
200.046490119342,247.463561337929,942.324544892548,2766.27939995499,-1,"u"
189.257774904211,829.818919557972,1687.58168558352,2561.30497606733,-1,"a"
287.581812114622,723.969430458394,2230.21055927162,2755.80190228134,1,"i"
251.73748036087,747.389892127384,1750.90390523453,2863.91021906275,1,"u"
304.820338052272,1102.65225907101,1965.91229340539,3146.04662354054,1,"i"
241.07936843123,933.280635548008,1535.77909842742,2931.63688133421,1,"a"
198.747391345396,410.791509795378,2131.6872250845,3101.90004029484,1,"i"
224.518287496688,1009.86207786188,1546.7158966848,2858.25083112491,1,"a"
212.373586771494,462.974760346987,1955.90415388395,3061.58481710476,1,"i"
213.312081667536,917.783790407464,1621.15118619902,2970.02503938423,1,"a"
205.309852999588,629.076258920322,2265.73750843514,3099.799764643,1,"i"
246.916723425728,844.793420005228,1580.39011762471,2830.94543546134,1,"a"
245.833490482122,637.41236858438,2236.4584153186,2952.56115293108,1,"i"
250.10706595013,277.614253591558,2245.72066185426,2528.09542287634,1,"i"
220.042713930701,868.710099299192,1803.49245753658,2895.72632074006,1,"u"
271.049719033826,621.411310035095,2162.63526230201,2896.33806694548,1,"i"
196.914489832762,657.417516404816,1972.07771700208,3097.69426414584,1,"a"
220.41951302523,818.656218837668,1735.47576111841,2723.32362017787,1,"a"
163.46158202022,857.251544515622,1767.57588071192,3186.068112091,1,"a"
217.872313346367,619.180236099623,1937.22721003122,3109.69850671901,1,"i"
196.565853832622,842.271588352964,1716.63955620391,2804.7592339551,1,"a"
209.809008897344,832.70152496849,1597.56458874584,2883.86571029714,1,"u"
225.897990494003,664.706978752615,2125.74210779057,3181.48927689752,1,"i"
178.553161308967,784.120584110661,1732.46884075173,2764.75798642945,1,"a"
152.357008000783,831.470670656993,1630.58064547765,2939.39060882141,1,"a"
163.146521694705,809.633162712253,1946.33372040713,2681.62822235992,1,"a"
226.504046743562,709.685153156647,1195.29419946561,3063.7621987179,1,"u"
216.062322562063,733.780040575323,1629.10392978262,2891.41235897227,1,"a"
179.42174727484,452.399029410425,1993.0645887615,3023.24835923807,1,"i"
200.827766725853,885.725390496388,2013.56645067419,2846.63467546513,1,"a"
184.743487688162,646.78830431337,1381.10313988104,2813.26907588446,1,"u"
186.390410500556,687.250190465255,2005.88289257364,2732.1651657313,1,"i"
179.55752279258,853.38573424229,1694.58205426101,2835.88752088224,1,"a"
167.130961440512,940.112277805885,1690.32744021906,3062.28250046403,1,"a"
174.828845242118,609.306051243196,1637.47666943863,3070.31531280147,1,"u"
158.626025855975,1097.99463777937,1653.70815683427,3041.37815127389,1,"a"
234.485039953926,589.128533572969,2302.67622329946,3033.04958702597,1,"i"
168.397604649558,919.541062612573,1713.68176102999,2928.82874552835,1,"a"
190.270537121708,918.731340552113,1819.45825483795,2824.76580333097,1,"a"
167.776882399744,921.133230396969,1741.97013190873,2970.83386213484,1,"a"
172.947218306741,977.15752237581,1830.08542045342,2703.80874677143,1,"a"
146.680845689755,980.896641104143,1742.7265680387,3033.71977059372,1,"a"
164.230401102151,625.501441078458,2135.07758011251,3286.93347029362,1,"i"
171.489984315998,698.763255069061,1914.65520569937,3031.89822429668,1,"a"
173.614657975276,1132.11639282625,1679.09296085379,3015.98372300169,1,"a"
155.129574116064,505.946478484463,2292.16055121686,3182.25528928865,1,"i"
142.085579310236,547.104824673181,1982.55220573772,3150.33600797494,1,"i"
146.076321502169,629.620192588976,2113.36643387256,3303.09258024066,1,"i"
152.947745839981,707.717161422858,2005.78026039865,3154.36735157833,1,"i"
185.912227174737,695.752365300487,2164.92514213489,2701.32074178525,1,"i"
129.352310025877,1001.46263055826,1679.31135696284,2933.124061029,1,"a"
165.56664469498,706.837345641234,1962.00063969906,3203.44090476694,1,"i"
152.990055867958,652.195499449566,2001.02394102499,3266.21629835861,1,"i"
158.265038983173,947.19060449209,2027.38906354302,2987.92848343578,1,"a"
205.956213048587,1175.17007335817,1487.4434636254,2966.69983420557,1,"a"
252.251719035579,674.329931595237,1362.60527571371,2961.76516238415,1,"u"
226.032477104426,632.607811033138,1845.20618949678,3143.25823858773,1,"i"
234.537928347754,1120.14996150759,1733.75139668372,2760.19788506151,1,"a"
280.394288678222,609.283664774235,2031.64954580785,2834.65785647628,1,"i"
218.717235535963,593.961716504934,2120.69078500614,2684.22778586668,1,"i"
197.338990965074,410.212433479604,2162.0575607324,2921.55345828747,1,"i"
189.204230602179,1016.47151165338,1885.89191136018,2938.77208803189,1,"a"
147.959662015249,979.963786500458,1787.60788906504,2988.52187903377,1,"a"
196.374491930382,1011.03239342573,1801.75818127371,3018.80958686487,1,"a"
164.739303144335,1089.59742537219,1804.51667863872,2967.9312028623,1,"a"
185.549875710645,810.734177396448,1327.6659068859,2985.92165823469,1,"u"
113.623769503595,770.46395555225,1843.91635276419,2833.88765415409,1,"a"
246.667910838021,572.480124909185,2004.55866322149,2995.57766808022,1,"i"
216.19860409931,937.232293309352,1788.66522636209,2682.93746964794,1,"a"
157.945638690105,776.07979067738,2133.31642151529,3255.54948783744,1,"i"
185.580733520817,664.886497961463,1861.57230915948,3127.28577662258,1,"i"
195.189848081839,1190.55514142319,1719.26439606037,2954.28919815546,1,"a"
266.882163457794,1198.51019036961,1593.73466380839,2641.43848798032,1,"a"
306.489440601184,657.683722684758,2130.21512385554,2939.10779434277,1,"i"
187.057986410755,921.745146943152,1765.96191226658,2934.52211522037,1,"a"
132.454057403566,637.68192790799,1548.57894314161,3010.67792194058,1,"a"
133.150582060569,667.16841408806,1484.14826903337,3050.34807829074,1,"a"
151.280962524758,771.330508016708,1599.94316794771,3049.36029627975,1,"a"
154.966612011897,568.413038424758,1876.27386450922,3231.34932982016,1,"i"
145.055994530435,690.207351259806,1734.42546674689,3075.85300314808,1,"a"
123.700728195449,541.461990970726,1986.73315329399,3085.74283482508,1,"i"
134.219750927747,648.561249281844,1747.75691383042,3018.0858827439,1,"a"
143.153186024693,762.292674219114,1787.61016487559,3135.63809858986,1,"i"
131.176886009905,610.244570747789,2032.60483484754,3162.31387314422,1,"i"
187.762337912778,670.93781346173,1704.77360880895,2852.18028098507,1,"u"
157.486513819377,1036.32488304528,1485.17648522567,2785.05831417705,1,"a"
164.414837906035,834.287655632142,1733.21788308907,2965.08693020146,1,"a"
151.827576813722,393.392123376739,2043.65376064354,3241.4819024881,1,"i"
143.790295487119,820.432722853074,1707.3276145612,3060.46891347715,1,"a"
194.591610509322,788.448998296594,1599.18154189691,2783.77195988284,1,"a"
178.376346113164,624.732835642234,1903.24003122707,3053.33583243784,1,"i"
193.927338344966,428.044633368122,2131.08613098816,3116.30189207825,1,"i"
177.726042762996,918.535270336272,1654.1252445066,2784.62568922182,1,"a"
175.205907586237,628.059085449246,1912.01431486386,3090.70345266993,1,"i"
240.606863974908,485.867836672054,2173.91019271178,2924.38345760976,1,"i"
251.828182405478,537.187412422488,2049.11569186417,2883.90285068039,1,"i"
207.98078572168,489.253145035333,2147.04528833904,3173.34126952771,1,"i"
271.212315448007,623.727875180243,1936.80392783604,3118.41825243849,1,"i"
245.336512732524,999.514162899404,1630.10231871963,2656.34403308966,1,"a"
167.3965383383,655.919312368546,1595.13086658207,3006.22566520023,1,"u"
201.65072217442,1004.13844601115,1714.5676561006,2884.40379704261,1,"a"
171.080292164864,438.707755143224,2303.13366090113,2893.26189028689,1,"i"
211.658865089056,511.395679675759,2151.03285309424,3148.55658015863,1,"i"
273.886792412639,598.994857786535,2092.08507669528,3191.64090147423,1,"i"
286.111458379046,947.726914208719,1753.74881235822,2866.38075026108,1,"a"
149.410226158146,906.210996984849,1606.26985987385,3046.02539104384,1,"a"
201.782159005851,896.531385776414,1746.36401660298,2936.51377439098,1,"a"
266.465584609515,637.250083897323,1461.22522695605,2749.7960488305,1,"u"
219.059021873557,854.986783059521,1627.41726354446,2872.55166482324,1,"u"
147.720649458776,914.78838998311,2066.2622439409,2346.57874937818,1,"u"
127.760810121012,704.049134170892,1629.53042092208,2875.97488400978,1,"u"
229.267147203305,902.137118295257,1698.0995144498,2947.08083447236,1,"u"
161.141705821947,723.000039944103,1584.9763068032,3075.79929050225,1,"u"
163.393975877277,758.131032903896,1762.32115965344,3124.2387562325,1,"u"
180.662640049711,730.569660598442,1543.98774310909,2963.64229563849,1,"u"
162.938796183925,774.890951986104,1419.00682590197,3112.19760806208,1,"u"
149.527102180805,720.52185720402,1741.93645927152,2768.23430056736,1,"u"
253.502268620137,769.473065486375,1266.47519091281,2582.31577227768,1,"u"
201.097447603876,976.469492409614,1651.29794482554,2724.41395688347,1,"a"
214.530359102939,788.45780019272,1384.11104205879,2896.95011613654,1,"u"
153.772709382875,808.838315242761,2005.82503719268,3320.21598395033,1,"i"
184.354079524693,648.052348550482,2045.42535545756,2727.44195941621,1,"i"
177.959596910039,723.989494415375,2086.02546341037,2856.40088925107,1,"u"
234.279840159979,939.390775740602,1625.62282523297,2782.22087663463,1,"a"
263.670050808643,596.020058240875,2067.1298493937,3068.45720221349,1,"i"
260.607924742785,664.45760433252,1647.55618776503,2740.04477901899,1,"u"
300.386000528753,900.587275100934,1589.58322044749,2860.4815306278,1,"a"
191.087554720181,904.715346491902,1695.56102943786,2875.32304597728,1,"a"
225.551397787449,862.221128758477,1771.77865876455,2690.07943119055,1,"a"
155.195348498461,902.128185042149,2132.73775275766,2922.77254725638,1,"a"
200.791635829531,1039.12222772037,1698.97686269327,2897.57003383308,1,"a"
238.92061308946,608.049804631611,2061.9852848926,2962.16583084861,1,"i"
168.55582985797,837.940378438999,1710.57630045495,2991.8172723207,1,"a"
